Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
5015,6951,6,2017-04-13,2017-05-11
1012,7406,5,2017-04-13,2017-05-12
6064,6809,6,2017-04-13,2017-05-12
6017,6870,6,2017-04-13,2017-05-12
6017,6898,6,2017-04-13,2017-05-12
4896,7406,5,2017-04-13,2017-05-12
4316,6870,6,2017-04-13,2017-05-12
4896,6927,5,2017-04-13,2017-05-12
6956,7484,5,2017-04-13,2017-05-12
477,4316,6,2017-04-13,2017-05-12
494,6968,4,2017-04-13,2017-05-12
6064,6870,6,2017-04-13,2017-05-12
6908,7484,5,2017-04-13,2017-05-12
6927,7406,5,2017-04-13,2017-05-12
477,6897,6,2017-04-13,2017-05-12
477,6855,6,2017-04-13,2017-05-12
4316,6897,6,2017-04-13,2017-05-12
6064,6897,6,2017-04-13,2017-05-12
6927,7484,5,2017-04-13,2017-05-12
477,4969,6,2017-04-13,2017-05-12
4316,6898,6,2017-04-13,2017-05-12
2294,6809,6,2017-04-13,2017-05-12
477,6809,6,2017-04-13,2017-05-12
2018,7612,4,2017-04-13,2017-05-12
4896,6930,5,2017-04-13,2017-05-12
6064,6898,6,2017-04-13,2017-05-12
477,6898,6,2017-04-13,2017-05-12
477,6017,6,2017-04-13,2017-05-12
6017,6855,6,2017-04-13,2017-05-12
1998,7612,4,2017-04-13,2017-05-12
6908,7406,5,2017-04-13,2017-05-12
1012,6930,5,2017-04-13,2017-05-12
5481,6898,6,2017-04-13,2017-05-12
5491,6870,6,2017-04-13,2017-05-12
6064,6855,6,2017-04-13,2017-05-12
477,6870,6,2017-04-13,2017-05-12
5491,6855,6,2017-04-13,2017-05-12
1012,6908,5,2017-04-13,2017-05-12
6930,7406,5,2017-04-13,2017-05-12
477,5481,6,2017-04-13,2017-05-12
6940,7418,5,2017-04-13,2017-05-12
1012,6956,5,2017-04-13,2017-05-12
4969,6898,6,2017-04-13,2017-05-12
5491,6898,6,2017-04-13,2017-05-12
4896,6956,5,2017-04-13,2017-05-12
5481,6870,6,2017-04-13,2017-05-12
477,2294,6,2017-04-13,2017-05-12
5491,6809,6,2017-04-13,2017-05-12
4896,6908,5,2017-04-13,2017-05-12
1012,7484,5,2017-04-13,2017-05-12
477,6064,6,2017-04-13,2017-05-12
6956,7406,5,2017-04-13,2017-05-12
5491,6897,6,2017-04-13,2017-05-12
3102,7406,5,2017-04-13,2017-05-12
6930,7484,5,2017-04-13,2017-05-12
1012,4896,5,2017-04-13,2017-05-12
5481,6855,6,2017-04-13,2017-05-12
5481,6897,6,2017-04-13,2017-05-12
3102,4896,5,2017-04-13,2017-05-12
6017,6897,6,2017-04-13,2017-05-12
4316,6855,6,2017-04-13,2017-05-12
2294,6898,6,2017-04-13,2017-05-12
3102,7484,5,2017-04-13,2017-05-12
4316,6809,6,2017-04-13,2017-05-12
