Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
4113,5238,5,2017-04-25,2017-06-25
4113,4756,5,2017-04-25,2017-06-25
4756,5238,5,2017-04-25,2017-06-25
590,4113,5,2017-04-25,2017-06-25
590,4756,5,2017-04-25,2017-06-25
590,5238,5,2017-04-25,2017-06-25
165,5278,4,2017-04-25,2017-06-26
455,4492,4,2017-04-25,2017-06-26
165,4492,5,2017-04-25,2017-06-26
4492,5278,4,2017-04-25,2017-06-26
4722,5606,4,2017-04-25,2017-06-28
6584,8257,7,2017-04-25,2017-06-28
92,3609,4,2017-04-25,2017-06-28
5612,8257,7,2017-04-25,2017-06-28
3609,3802,4,2017-04-25,2017-06-28
2745,5644,6,2017-04-25,2017-06-29
848,6590,5,2017-04-25,2017-06-29
1246,5812,7,2017-04-25,2017-07-01
592,1831,7,2017-04-25,2017-07-01
4881,8212,4,2017-04-25,2017-07-01
1831,5812,7,2017-04-25,2017-07-01
592,5812,7,2017-04-25,2017-07-01
1246,1831,9,2017-04-25,2017-07-04
4563,5435,5,2017-04-25,2017-07-04
574,1214,6,2017-04-25,2017-07-04
4563,8013,5,2017-04-25,2017-07-04
6365,6507,6,2017-04-25,2017-07-04
5869,6365,6,2017-04-25,2017-07-04
5332,6365,6,2017-04-25,2017-07-04
1733,6365,6,2017-04-25,2017-07-04
2032,4717,6,2017-04-25,2017-07-05
1493,8045,7,2017-04-25,2017-07-05
1183,4717,6,2017-04-25,2017-07-05
1833,4981,5,2017-04-25,2017-07-09
1173,1933,6,2017-04-25,2017-07-09
1106,1833,5,2017-04-25,2017-07-09
1933,4981,5,2017-04-25,2017-07-09
1106,4981,5,2017-04-25,2017-07-09
1173,1833,6,2017-04-25,2017-07-09
1106,1933,5,2017-04-25,2017-07-09
1833,1933,6,2017-04-25,2017-07-09
1173,4981,5,2017-04-25,2017-07-09
4717,5812,5,2017-04-25,2017-07-11
6560,8262,9,2017-04-25,2017-07-12
4774,8260,9,2017-04-25,2017-07-12
4774,8262,9,2017-04-25,2017-07-12
6560,8260,9,2017-04-25,2017-07-12
6166,8260,4,2017-04-25,2017-07-12
6166,8262,4,2017-04-25,2017-07-12
1378,2519,5,2017-04-25,2017-07-15
2519,6548,5,2017-04-25,2017-07-15
2519,6522,5,2017-04-25,2017-07-15
165,4113,4,2017-04-25,2017-07-17
6166,6560,5,2017-04-25,2017-07-18
1378,6548,7,2017-04-25,2017-07-18
1378,6522,7,2017-04-25,2017-07-18
4774,6560,10,2017-04-25,2017-07-18
239,4765,6,2017-04-25,2017-07-20
3357,4765,6,2017-04-25,2017-07-20
3963,8686,4,2017-04-25,2017-07-21
8078,8200,4,2017-04-25,2017-07-21
1747,8686,4,2017-04-25,2017-07-21
5612,6584,8,2017-04-25,2017-07-21
352,2702,6,2017-04-25,2017-07-21
6127,8260,5,2017-04-25,2017-07-24
92,3802,10,2017-04-25,2017-07-24
6180,8257,6,2017-04-25,2017-07-26
5332,6507,8,2017-04-25,2017-07-30
5332,5869,8,2017-04-25,2017-07-30
1733,5332,8,2017-04-25,2017-07-30
6338,6507,7,2017-04-25,2017-07-30
5869,6507,8,2017-04-25,2017-07-30
5869,6338,7,2017-04-25,2017-07-30
5332,6338,7,2017-04-25,2017-07-30
1733,6338,7,2017-04-25,2017-07-30
4338,8251,7,2017-04-25,2017-07-31
2964,8212,4,2017-04-25,2017-08-01
2964,8254,4,2017-04-25,2017-08-01
455,5278,5,2017-04-25,2017-08-03
3348,3883,5,2017-04-25,2017-08-03
1214,1833,4,2017-04-25,2017-08-04
83,1747,6,2017-04-25,2017-08-10
83,3963,6,2017-04-25,2017-08-10
1160,1531,6,2017-04-25,2017-08-14
8042,8142,4,2017-04-25,2017-08-14
1368,8142,4,2017-04-25,2017-08-14
8042,8656,4,2017-04-25,2017-08-14
1146,1531,6,2017-04-25,2017-08-14
1368,8656,4,2017-04-25,2017-08-14
233,8656,4,2017-04-25,2017-08-14
814,1368,4,2017-04-25,2017-08-14
233,8142,4,2017-04-25,2017-08-14
1531,3147,6,2017-04-25,2017-08-14
1183,2032,7,2017-04-25,2017-08-17
239,2032,5,2017-04-25,2017-08-17
239,1183,5,2017-04-25,2017-08-17
8019,8686,4,2017-04-25,2017-08-17
92,1246,4,2017-04-25,2017-08-18
8024,8609,4,2017-04-25,2017-08-18
3963,8128,6,2017-04-25,2017-08-20
848,6372,4,2017-04-25,2017-08-20
3963,8684,7,2017-04-25,2017-08-20
1747,8128,7,2017-04-25,2017-08-21
5612,6396,5,2017-04-25,2017-08-21
7532,8471,6,2017-04-25,2017-08-22
7532,8662,6,2017-04-25,2017-08-22
6339,6584,7,2017-04-25,2017-08-23
4054,7948,5,2017-04-25,2017-08-25
814,8042,5,2017-04-25,2017-08-25
1146,4717,5,2017-04-25,2017-08-25
551,629,5,2017-04-25,2017-08-25
1160,3147,7,2017-04-25,2017-08-25
629,5243,5,2017-04-25,2017-08-25
3147,4717,5,2017-04-25,2017-08-25
233,7948,4,2017-04-25,2017-08-25
233,814,5,2017-04-25,2017-08-25
551,5243,5,2017-04-25,2017-08-25
1747,8684,9,2017-04-25,2017-09-04
574,2702,5,2017-04-25,2017-09-09
814,4054,5,2017-04-25,2017-09-16
239,594,4,2017-04-25,2017-09-19
1119,2290,5,2017-04-25,2017-09-19
1119,5289,5,2017-04-25,2017-09-19
2290,3331,4,2017-04-25,2017-09-19
3331,5289,4,2017-04-25,2017-09-19
1119,3331,4,2017-04-25,2017-09-19
6548,8212,6,2017-04-25,2017-09-19
2290,5289,5,2017-04-25,2017-09-19
1160,4717,6,2017-04-25,2017-09-21
511,4772,4,2017-04-25,2017-09-21
352,1917,5,2017-04-25,2017-09-21
2745,5238,5,2017-04-25,2017-09-23
352,2745,4,2017-04-25,2017-09-23
4366,5815,5,2017-04-25,2017-09-25
3220,4366,4,2017-04-25,2017-09-25
1126,2400,6,2017-04-25,2017-09-25
1733,6507,11,2017-04-25,2017-09-26
546,4765,4,2017-04-25,2017-09-27
4747,4815,4,2017-04-25,2017-09-29
4747,5212,4,2017-04-25,2017-09-29
1128,3560,4,2017-04-25,2017-09-29
1128,4747,4,2017-04-25,2017-09-29
505,4815,4,2017-04-25,2017-09-29
1128,5212,4,2017-04-25,2017-09-29
1128,4815,4,2017-04-25,2017-09-29
505,3560,4,2017-04-25,2017-09-29
3560,5212,4,2017-04-25,2017-09-29
3560,4747,4,2017-04-25,2017-09-29
505,4747,4,2017-04-25,2017-09-29
505,5212,4,2017-04-25,2017-09-29
3560,4815,4,2017-04-25,2017-09-29
4815,5212,4,2017-04-25,2017-09-29
383,7663,4,2017-04-25,2017-09-30
7948,8042,6,2017-04-25,2017-10-02
8045,8471,7,2017-04-25,2017-10-08
4247,5662,4,2017-04-25,2017-10-12
4247,4774,4,2017-04-25,2017-10-12
3220,5662,5,2017-04-25,2017-10-12
3220,4247,6,2017-04-25,2017-10-12
3220,4774,5,2017-04-25,2017-10-16
4774,6166,8,2017-04-25,2017-10-16
3220,6166,4,2017-04-25,2017-10-16
3106,4424,4,2017-04-25,2017-10-19
316,4424,4,2017-04-25,2017-10-19
352,1119,5,2017-04-25,2017-10-21
505,1128,5,2017-04-25,2017-10-22
594,5243,5,2017-04-25,2017-10-23
1169,8684,4,2017-04-25,2017-10-23
1146,4815,4,2017-04-25,2017-10-27
3147,4815,4,2017-04-25,2017-10-27
1146,3147,8,2017-04-25,2017-10-27
2656,6382,4,2017-04-25,2017-11-08
