Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
2693,5545,5,2017-10-04,2017-12-12
2693,5959,5,2017-10-04,2017-12-12
9077,11571,6,2017-10-04,2017-12-13
8961,12555,6,2017-10-04,2017-12-13
8326,13160,6,2017-10-04,2017-12-13
12555,13160,6,2017-10-04,2017-12-13
1242,3317,4,2017-10-04,2017-12-13
8326,11290,6,2017-10-04,2017-12-13
3317,11353,6,2017-10-04,2017-12-13
1242,9919,4,2017-10-04,2017-12-13
8196,9077,6,2017-10-04,2017-12-13
3317,9919,6,2017-10-04,2017-12-13
9919,11353,6,2017-10-04,2017-12-13
8326,12555,6,2017-10-04,2017-12-13
9576,11136,5,2017-10-04,2017-12-14
9576,11515,5,2017-10-04,2017-12-14
11136,11515,5,2017-10-04,2017-12-14
10454,12335,5,2017-10-04,2017-12-14
5574,9738,5,2017-10-04,2017-12-14
8180,10454,5,2017-10-04,2017-12-14
952,6258,5,2017-10-04,2017-12-14
952,11136,5,2017-10-04,2017-12-14
952,11515,5,2017-10-04,2017-12-14
8446,11323,4,2017-10-04,2017-12-14
8180,11515,5,2017-10-04,2017-12-14
11323,11515,5,2017-10-04,2017-12-14
3957,10439,5,2017-10-04,2017-12-14
5201,7064,4,2017-10-04,2017-12-14
952,9738,5,2017-10-04,2017-12-14
11515,12335,5,2017-10-04,2017-12-14
6258,11515,5,2017-10-04,2017-12-14
8180,11136,5,2017-10-04,2017-12-14
5201,9576,4,2017-10-04,2017-12-14
5574,11323,5,2017-10-04,2017-12-14
952,9576,5,2017-10-04,2017-12-14
7064,10454,5,2017-10-04,2017-12-14
8180,11323,5,2017-10-04,2017-12-14
5574,11136,5,2017-10-04,2017-12-14
6258,12335,5,2017-10-04,2017-12-14
952,8446,4,2017-10-04,2017-12-14
3957,13195,5,2017-10-04,2017-12-14
5574,7064,5,2017-10-04,2017-12-14
952,11508,5,2017-10-04,2017-12-14
5574,11515,5,2017-10-04,2017-12-14
11136,12335,5,2017-10-04,2017-12-14
8180,9576,5,2017-10-04,2017-12-14
9738,11136,5,2017-10-04,2017-12-14
9738,11515,5,2017-10-04,2017-12-14
5574,10454,5,2017-10-04,2017-12-14
952,8180,5,2017-10-04,2017-12-14
5201,11508,4,2017-10-04,2017-12-14
6258,11508,5,2017-10-04,2017-12-14
8446,11515,4,2017-10-04,2017-12-14
7064,11136,5,2017-10-04,2017-12-14
952,7064,5,2017-10-04,2017-12-14
6258,8180,5,2017-10-04,2017-12-14
6258,9738,5,2017-10-04,2017-12-14
10439,13112,5,2017-10-04,2017-12-14
7064,11515,5,2017-10-04,2017-12-14
10548,13112,5,2017-10-04,2017-12-14
7064,11323,5,2017-10-04,2017-12-14
10454,11136,5,2017-10-04,2017-12-14
5574,12335,5,2017-10-04,2017-12-14
11136,11508,5,2017-10-04,2017-12-14
5574,8446,4,2017-10-04,2017-12-14
3957,10548,5,2017-10-04,2017-12-14
5201,11136,4,2017-10-04,2017-12-14
7064,8180,5,2017-10-04,2017-12-14
8180,9738,5,2017-10-04,2017-12-14
8446,12335,4,2017-10-04,2017-12-14
7064,12335,5,2017-10-04,2017-12-14
9576,12335,5,2017-10-04,2017-12-14
6258,10454,5,2017-10-04,2017-12-14
5201,10454,4,2017-10-04,2017-12-14
5574,11508,5,2017-10-04,2017-12-14
3957,13112,5,2017-10-04,2017-12-14
5201,11323,4,2017-10-04,2017-12-14
8446,9738,4,2017-10-04,2017-12-14
10439,13195,5,2017-10-04,2017-12-14
10454,11515,5,2017-10-04,2017-12-14
8446,10454,4,2017-10-04,2017-12-14
8180,8446,4,2017-10-04,2017-12-14
8446,11508,4,2017-10-04,2017-12-14
952,5574,5,2017-10-04,2017-12-14
