Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1849,9014,7,2017-05-02,2017-06-20
392,9014,7,2017-05-02,2017-06-20
833,8749,4,2017-05-02,2017-06-22
833,7735,4,2017-05-02,2017-06-22
833,8782,4,2017-05-02,2017-06-22
1389,7505,5,2017-05-02,2017-06-24
1389,9069,5,2017-05-02,2017-06-24
398,9069,5,2017-05-02,2017-06-24
3300,9069,4,2017-05-02,2017-06-24
3153,9057,4,2017-05-02,2017-06-24
3356,7810,8,2017-05-02,2017-06-24
3242,7451,4,2017-05-02,2017-06-24
3356,9069,8,2017-05-02,2017-06-24
3153,3356,8,2017-05-02,2017-06-24
3153,3300,4,2017-05-02,2017-06-24
7505,9069,8,2017-05-02,2017-06-24
281,7505,5,2017-05-02,2017-06-24
3356,9057,4,2017-05-02,2017-06-24
398,3356,5,2017-05-02,2017-06-24
398,7505,5,2017-05-02,2017-06-24
281,3356,5,2017-05-02,2017-06-24
3153,7505,8,2017-05-02,2017-06-24
5648,9052,5,2017-05-02,2017-06-24
281,9069,5,2017-05-02,2017-06-24
7505,7810,8,2017-05-02,2017-06-24
281,398,6,2017-05-02,2017-06-24
281,9057,4,2017-05-02,2017-06-24
3153,7810,8,2017-05-02,2017-06-24
1389,3356,5,2017-05-02,2017-06-24
3300,7505,4,2017-05-02,2017-06-24
398,3300,4,2017-05-02,2017-06-24
1389,3153,5,2017-05-02,2017-06-24
3153,9069,8,2017-05-02,2017-06-24
398,7810,5,2017-05-02,2017-06-24
7505,9057,4,2017-05-02,2017-06-24
1389,9057,4,2017-05-02,2017-06-24
966,7451,5,2017-05-02,2017-06-24
281,3153,5,2017-05-02,2017-06-24
3300,9057,4,2017-05-02,2017-06-24
398,3153,5,2017-05-02,2017-06-24
398,1389,6,2017-05-02,2017-06-24
4152,5737,4,2017-05-02,2017-06-27
6956,9068,6,2017-05-02,2017-06-28
7810,9057,5,2017-05-02,2017-06-28
898,4247,4,2017-05-02,2017-06-29
364,9089,4,2017-05-02,2017-07-04
364,3959,4,2017-05-02,2017-07-04
3472,8747,4,2017-05-02,2017-07-04
3959,6372,4,2017-05-02,2017-07-04
364,9042,4,2017-05-02,2017-07-04
3959,9042,4,2017-05-02,2017-07-04
3959,9089,4,2017-05-02,2017-07-04
3472,8704,4,2017-05-02,2017-07-04
364,6372,4,2017-05-02,2017-07-04
2911,4854,4,2017-05-02,2017-07-05
4854,9077,4,2017-05-02,2017-07-05
4854,6112,4,2017-05-02,2017-07-05
1341,2911,4,2017-05-02,2017-07-05
1341,6112,4,2017-05-02,2017-07-05
6112,9077,4,2017-05-02,2017-07-05
2911,6112,4,2017-05-02,2017-07-05
2911,9077,4,2017-05-02,2017-07-05
394,2678,4,2017-05-02,2017-07-09
392,9066,10,2017-05-02,2017-07-11
1849,9066,10,2017-05-02,2017-07-11
5489,6575,4,2017-05-02,2017-07-12
4097,9007,4,2017-05-02,2017-07-12
5489,9007,4,2017-05-02,2017-07-12
3665,9007,4,2017-05-02,2017-07-12
3665,4097,4,2017-05-02,2017-07-12
3665,5489,4,2017-05-02,2017-07-12
6575,9007,4,2017-05-02,2017-07-12
2861,6936,5,2017-05-02,2017-07-12
4097,6575,4,2017-05-02,2017-07-12
3665,6575,4,2017-05-02,2017-07-12
211,9042,4,2017-05-02,2017-07-13
1276,4623,4,2017-05-02,2017-07-14
875,8958,4,2017-05-02,2017-07-19
875,7831,4,2017-05-02,2017-07-19
875,8993,4,2017-05-02,2017-07-19
2575,3302,4,2017-05-02,2017-07-21
3302,6904,4,2017-05-02,2017-07-21
4097,5489,5,2017-05-02,2017-07-21
5198,8979,9,2017-05-02,2017-07-22
