Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
255,2573,5,2017-01-21,2017-02-10
2511,3152,5,2017-01-21,2017-02-10
204,407,5,2017-01-21,2017-02-10
1248,3152,5,2017-01-21,2017-02-10
437,1666,5,2017-01-21,2017-02-10
204,437,5,2017-01-21,2017-02-10
255,2570,5,2017-01-21,2017-02-10
204,1248,5,2017-01-21,2017-02-10
204,1666,5,2017-01-21,2017-02-10
204,2511,5,2017-01-21,2017-02-10
255,2600,5,2017-01-21,2017-02-10
437,2511,5,2017-01-21,2017-02-10
255,2531,5,2017-01-21,2017-02-10
437,3152,5,2017-01-21,2017-02-10
1666,3152,5,2017-01-21,2017-02-10
255,2567,5,2017-01-21,2017-02-10
1248,2511,5,2017-01-21,2017-02-10
407,3152,5,2017-01-21,2017-02-10
1248,1666,5,2017-01-21,2017-02-10
2570,3104,6,2017-01-21,2017-02-11
2567,3104,6,2017-01-21,2017-02-11
1005,3149,4,2017-01-21,2017-02-14
271,1005,4,2017-01-21,2017-02-14
264,2561,4,2017-01-21,2017-02-14
231,1087,4,2017-01-21,2017-02-14
2561,3149,4,2017-01-21,2017-02-14
230,2561,4,2017-01-21,2017-02-14
1087,1677,4,2017-01-21,2017-02-14
1677,3149,4,2017-01-21,2017-02-14
271,1677,4,2017-01-21,2017-02-14
264,1005,4,2017-01-21,2017-02-14
1087,3149,4,2017-01-21,2017-02-14
230,1677,4,2017-01-21,2017-02-14
1087,3184,4,2017-01-21,2017-02-14
271,2561,4,2017-01-21,2017-02-14
264,1677,4,2017-01-21,2017-02-14
2561,3184,4,2017-01-21,2017-02-14
230,1005,4,2017-01-21,2017-02-14
231,2561,4,2017-01-21,2017-02-14
1677,2561,4,2017-01-21,2017-02-14
1087,2561,4,2017-01-21,2017-02-14
493,1062,4,2017-01-21,2017-02-15
405,1220,4,2017-01-21,2017-02-15
456,1062,4,2017-01-21,2017-02-15
2531,3104,7,2017-01-21,2017-02-17
2600,3104,7,2017-01-21,2017-02-17
2573,3104,7,2017-01-21,2017-02-17
1677,3184,5,2017-01-21,2017-02-18
231,1005,5,2017-01-21,2017-02-18
1005,3184,5,2017-01-21,2017-02-18
1005,1677,5,2017-01-21,2017-02-18
231,1677,5,2017-01-21,2017-02-18
692,1082,4,2017-01-21,2017-02-20
660,1082,4,2017-01-21,2017-02-20
660,1670,4,2017-01-21,2017-02-20
1082,1670,4,2017-01-21,2017-02-20
692,1670,4,2017-01-21,2017-02-20
1082,2537,4,2017-01-21,2017-02-20
692,2537,4,2017-01-21,2017-02-20
467,692,4,2017-01-21,2017-02-20
