Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1976,4546,4,2017-03-06,2017-05-04
2074,5041,4,2017-03-06,2017-05-04
774,4211,4,2017-03-06,2017-05-04
774,4546,4,2017-03-06,2017-05-04
1976,5002,4,2017-03-06,2017-05-04
2074,4546,4,2017-03-06,2017-05-04
4211,4546,4,2017-03-06,2017-05-04
1976,4211,4,2017-03-06,2017-05-04
774,5002,4,2017-03-06,2017-05-04
4211,5002,4,2017-03-06,2017-05-04
2074,5002,4,2017-03-06,2017-05-04
1976,5041,4,2017-03-06,2017-05-04
774,5041,4,2017-03-06,2017-05-04
4211,5041,4,2017-03-06,2017-05-04
2074,4211,4,2017-03-06,2017-05-04
3867,5041,4,2017-03-06,2017-05-11
3867,5002,4,2017-03-06,2017-05-11
4546,5041,5,2017-03-06,2017-05-11
4546,5002,5,2017-03-06,2017-05-11
6102,6106,4,2017-03-06,2017-05-13
6126,6180,5,2017-03-06,2017-05-19
6148,6176,5,2017-03-06,2017-05-24
6136,6193,4,2017-03-06,2017-06-13
6113,6193,4,2017-03-06,2017-06-13
6113,6136,4,2017-03-06,2017-06-13
6101,6123,4,2017-03-06,2017-06-17
6136,6176,4,2017-03-06,2017-06-30
6176,6193,4,2017-03-06,2017-07-09
6133,6143,4,2017-03-06,2017-07-12
6133,6135,4,2017-03-06,2017-07-12
6145,6187,4,2017-03-06,2017-07-16
6107,6187,4,2017-03-06,2017-07-16
6106,6168,4,2017-03-06,2017-07-17
6113,6180,5,2017-03-06,2017-07-23
6149,6199,4,2017-03-06,2017-07-24
6171,6199,4,2017-03-06,2017-07-24
6138,6149,4,2017-03-06,2017-07-24
6138,6171,4,2017-03-06,2017-07-24
6116,6143,4,2017-03-06,2017-08-03
6135,6143,5,2017-03-06,2017-08-03
6116,6135,4,2017-03-06,2017-08-03
6149,6171,5,2017-03-06,2017-08-08
6138,6199,5,2017-03-06,2017-08-09
6121,6177,6,2017-03-06,2017-08-10
6111,6114,7,2017-03-06,2017-08-21
6152,6186,4,2017-03-06,2017-09-06
6107,6145,5,2017-03-06,2017-09-12
6165,6198,4,2017-03-06,2017-09-18
6160,6187,4,2017-03-06,2017-09-25
6160,6184,4,2017-03-06,2017-09-25
2694,4296,4,2017-03-06,2017-10-02
169,3865,4,2017-03-06,2017-10-08
1984,3865,4,2017-03-06,2017-10-08
811,4243,4,2017-03-06,2017-10-25
3644,4243,4,2017-03-06,2017-10-25
1984,4692,4,2017-03-06,2017-10-29
1471,4296,4,2017-03-06,2017-10-30
4296,4400,4,2017-03-06,2017-10-30
1471,4400,4,2017-03-06,2017-10-30
3847,4296,5,2017-03-06,2017-10-30
4091,4662,4,2017-03-06,2017-10-30
