Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3844,9601,6,2017-05-18,2017-07-31
8824,9664,6,2017-05-18,2017-08-04
8824,9618,6,2017-05-18,2017-08-04
9745,9961,4,2017-05-18,2017-08-04
5572,9618,6,2017-05-18,2017-08-04
5572,9684,6,2017-05-18,2017-08-04
9745,9962,4,2017-05-18,2017-08-04
8824,9684,6,2017-05-18,2017-08-04
5572,9664,6,2017-05-18,2017-08-04
9738,10000,4,2017-05-18,2017-08-06
7679,9659,9,2017-05-18,2017-08-07
6857,8904,5,2017-05-18,2017-08-08
4449,9619,8,2017-05-18,2017-08-13
9586,9763,4,2017-05-18,2017-08-14
300,9634,7,2017-05-18,2017-08-14
2719,9763,4,2017-05-18,2017-08-14
3466,9763,4,2017-05-18,2017-08-14
9763,9968,4,2017-05-18,2017-08-14
3490,6622,4,2017-05-18,2017-08-15
3490,7718,4,2017-05-18,2017-08-15
3490,7222,4,2017-05-18,2017-08-15
3490,3859,4,2017-05-18,2017-08-15
5572,8824,7,2017-05-18,2017-08-17
1982,9665,5,2017-05-18,2017-08-18
1982,9676,4,2017-05-18,2017-08-18
5383,9676,4,2017-05-18,2017-08-18
5383,9636,4,2017-05-18,2017-08-18
5383,9665,6,2017-05-18,2017-08-18
5573,9650,4,2017-05-18,2017-08-19
2488,4092,5,2017-05-18,2017-08-22
866,1338,5,2017-05-18,2017-08-22
816,2488,5,2017-05-18,2017-08-22
866,2488,5,2017-05-18,2017-08-22
4272,9651,4,2017-05-18,2017-08-25
9742,9968,5,2017-05-18,2017-08-25
9586,9742,5,2017-05-18,2017-08-25
4553,4852,7,2017-05-18,2017-08-26
2529,4553,5,2017-05-18,2017-08-26
4329,4553,6,2017-05-18,2017-08-26
7898,9066,9,2017-05-18,2017-08-28
300,5096,6,2017-05-18,2017-08-29
5560,9755,4,2017-05-18,2017-08-30
2529,4329,5,2017-05-18,2017-09-01
1338,4092,6,2017-05-18,2017-09-01
4329,4852,7,2017-05-18,2017-09-01
1982,5383,6,2017-05-18,2017-09-05
5383,7679,4,2017-05-18,2017-09-05
1684,9704,4,2017-05-18,2017-09-08
1982,7679,5,2017-05-18,2017-09-09
7679,9620,4,2017-05-18,2017-09-09
6140,9649,4,2017-05-18,2017-09-11
3601,6850,4,2017-05-18,2017-09-14
2191,6850,4,2017-05-18,2017-09-14
2191,9692,5,2017-05-18,2017-09-14
3601,9692,4,2017-05-18,2017-09-14
6850,9675,4,2017-05-18,2017-09-14
2191,9669,4,2017-05-18,2017-09-14
3601,9631,4,2017-05-18,2017-09-14
6850,9631,4,2017-05-18,2017-09-14
2191,3601,4,2017-05-18,2017-09-14
6850,9692,4,2017-05-18,2017-09-14
3601,9675,4,2017-05-18,2017-09-14
3601,9669,4,2017-05-18,2017-09-14
2191,9675,4,2017-05-18,2017-09-14
1982,9620,7,2017-05-18,2017-09-15
2488,3468,5,2017-05-18,2017-09-15
1333,1982,4,2017-05-18,2017-09-15
2191,8824,4,2017-05-18,2017-09-16
8824,9631,4,2017-05-18,2017-09-16
2191,9631,5,2017-05-18,2017-09-16
5465,8261,4,2017-05-18,2017-09-17
5635,8261,4,2017-05-18,2017-09-17
816,1338,7,2017-05-18,2017-09-18
4272,9691,5,2017-05-18,2017-09-23
1982,9659,4,2017-05-18,2017-09-26
1982,9650,5,2017-05-18,2017-09-26
1333,9620,6,2017-05-18,2017-09-28
9775,9944,4,2017-05-18,2017-10-02
6850,9669,5,2017-05-18,2017-10-15
2529,4852,9,2017-05-18,2017-10-15
437,2269,5,2017-05-18,2017-10-19
3626,9619,4,2017-05-18,2017-10-20
5518,9704,5,2017-05-18,2017-10-23
5465,5635,7,2017-05-18,2017-10-27
4867,5573,4,2017-05-18,2017-10-29
3466,9742,10,2017-05-18,2017-10-31
9505,9713,6,2017-05-18,2017-11-06
1800,7209,4,2017-05-18,2017-11-06
4852,9696,4,2017-05-18,2017-11-08
4852,9649,6,2017-05-18,2017-11-08
2719,9742,6,2017-05-18,2017-11-14
9513,9710,4,2017-05-18,2017-11-16
6857,8733,4,2017-05-18,2017-11-21
8057,8733,5,2017-05-18,2017-11-21
6656,6725,4,2017-05-18,2017-11-22
1089,3601,4,2017-05-18,2017-11-23
6857,7393,7,2017-05-18,2017-11-27
6857,8057,6,2017-05-18,2017-11-27
5096,9665,7,2017-05-18,2017-12-01
7679,9683,4,2017-05-18,2017-12-18
4867,9613,4,2017-05-18,2017-12-27
7162,9766,8,2017-05-18,2017-12-28
906,6668,4,2017-05-18,2017-12-31
1849,6668,6,2017-05-18,2017-12-31
906,1849,4,2017-05-18,2017-12-31
6560,8793,4,2017-05-19,2017-06-24
1434,2024,4,2017-05-19,2017-06-24
1434,2012,4,2017-05-19,2017-06-24
2024,8793,4,2017-05-19,2017-06-24
182,2012,4,2017-05-19,2017-06-24
174,1434,4,2017-05-19,2017-06-24
2090,8793,4,2017-05-19,2017-06-24
182,8262,4,2017-05-19,2017-06-24
1434,8260,4,2017-05-19,2017-06-24
182,3028,4,2017-05-19,2017-06-24
2354,8793,4,2017-05-19,2017-06-24
182,4774,4,2017-05-19,2017-06-24
1434,8729,4,2017-05-19,2017-06-24
3064,8793,4,2017-05-19,2017-06-24
148,8793,4,2017-05-19,2017-06-24
3028,8793,4,2017-05-19,2017-06-24
484,8793,4,2017-05-19,2017-06-24
182,2090,4,2017-05-19,2017-06-24
182,3002,4,2017-05-19,2017-06-24
1434,1637,4,2017-05-19,2017-06-24
61,1434,4,2017-05-19,2017-06-24
1434,8262,4,2017-05-19,2017-06-24
182,497,4,2017-05-19,2017-06-24
182,8729,4,2017-05-19,2017-06-24
3002,8793,4,2017-05-19,2017-06-24
61,182,4,2017-05-19,2017-06-24
3187,8793,4,2017-05-19,2017-06-24
1434,2345,4,2017-05-19,2017-06-24
1434,3187,4,2017-05-19,2017-06-24
4774,8793,4,2017-05-19,2017-06-24
2841,8793,4,2017-05-19,2017-06-24
182,2841,4,2017-05-19,2017-06-24
182,2354,4,2017-05-19,2017-06-24
497,1434,4,2017-05-19,2017-06-24
484,1434,4,2017-05-19,2017-06-24
182,2024,4,2017-05-19,2017-06-24
182,1637,4,2017-05-19,2017-06-24
182,3064,4,2017-05-19,2017-06-24
8262,8793,4,2017-05-19,2017-06-24
174,8793,4,2017-05-19,2017-06-24
1434,3028,4,2017-05-19,2017-06-24
1434,2090,4,2017-05-19,2017-06-24
61,8793,4,2017-05-19,2017-06-24
182,3187,4,2017-05-19,2017-06-24
148,1434,4,2017-05-19,2017-06-24
2945,8793,4,2017-05-19,2017-06-24
1434,2841,4,2017-05-19,2017-06-24
182,484,4,2017-05-19,2017-06-24
2345,8793,4,2017-05-19,2017-06-24
1434,3064,4,2017-05-19,2017-06-24
1434,3002,4,2017-05-19,2017-06-24
182,6560,4,2017-05-19,2017-06-24
182,2945,4,2017-05-19,2017-06-24
497,8793,4,2017-05-19,2017-06-24
1434,2945,4,2017-05-19,2017-06-24
182,2345,4,2017-05-19,2017-06-24
2415,3875,5,2017-05-19,2017-06-30
332,8720,5,2017-05-19,2017-06-30
3640,8720,5,2017-05-19,2017-06-30
3640,3754,5,2017-05-19,2017-06-30
332,2415,5,2017-05-19,2017-06-30
3640,3875,5,2017-05-19,2017-06-30
332,3875,5,2017-05-19,2017-06-30
332,3829,5,2017-05-19,2017-06-30
3754,3829,5,2017-05-19,2017-06-30
2415,8720,5,2017-05-19,2017-06-30
2856,3875,5,2017-05-19,2017-06-30
2856,3754,5,2017-05-19,2017-06-30
332,2856,5,2017-05-19,2017-06-30
2856,8720,5,2017-05-19,2017-06-30
3829,8720,5,2017-05-19,2017-06-30
3754,8720,5,2017-05-19,2017-06-30
2856,3640,5,2017-05-19,2017-06-30
2415,2856,5,2017-05-19,2017-06-30
332,3754,5,2017-05-19,2017-06-30
2415,3829,5,2017-05-19,2017-06-30
332,3640,5,2017-05-19,2017-06-30
3754,3875,5,2017-05-19,2017-06-30
2415,3754,5,2017-05-19,2017-06-30
3640,3829,5,2017-05-19,2017-06-30
2063,7319,4,2017-05-19,2017-07-05
7319,8745,4,2017-05-19,2017-07-05
3875,8720,6,2017-05-19,2017-07-05
40,2505,4,2017-05-19,2017-07-05
40,7319,4,2017-05-19,2017-07-05
2505,8745,4,2017-05-19,2017-07-05
2505,7789,4,2017-05-19,2017-07-05
186,2505,4,2017-05-19,2017-07-05
2063,2505,4,2017-05-19,2017-07-05
186,7319,4,2017-05-19,2017-07-05
182,8793,5,2017-05-19,2017-07-08
1434,8793,5,2017-05-19,2017-07-08
61,2012,6,2017-05-19,2017-07-11
3002,8260,6,2017-05-19,2017-07-11
497,8262,6,2017-05-19,2017-07-11
2841,3064,6,2017-05-19,2017-07-11
3187,8729,6,2017-05-19,2017-07-11
484,2090,6,2017-05-19,2017-07-11
2024,3002,6,2017-05-19,2017-07-11
497,2090,6,2017-05-19,2017-07-11
497,6560,6,2017-05-19,2017-07-11
2012,3002,6,2017-05-19,2017-07-11
2354,2841,6,2017-05-19,2017-07-11
148,6560,6,2017-05-19,2017-07-11
174,8729,6,2017-05-19,2017-07-11
2345,3002,6,2017-05-19,2017-07-11
497,2354,6,2017-05-19,2017-07-11
497,2012,6,2017-05-19,2017-07-11
148,484,6,2017-05-19,2017-07-11
484,2354,6,2017-05-19,2017-07-11
174,8262,6,2017-05-19,2017-07-11
2090,8260,6,2017-05-19,2017-07-11
2012,8729,6,2017-05-19,2017-07-11
148,4774,6,2017-05-19,2017-07-11
3028,8262,6,2017-05-19,2017-07-11
497,2841,6,2017-05-19,2017-07-11
3064,8262,6,2017-05-19,2017-07-11
1637,2345,6,2017-05-19,2017-07-11
3028,3187,6,2017-05-19,2017-07-11
2090,3028,6,2017-05-19,2017-07-11
2945,3187,6,2017-05-19,2017-07-11
497,2345,6,2017-05-19,2017-07-11
2024,2841,6,2017-05-19,2017-07-11
484,2345,6,2017-05-19,2017-07-11
2090,3002,6,2017-05-19,2017-07-11
484,6560,6,2017-05-19,2017-07-11
2945,3028,6,2017-05-19,2017-07-11
2090,3187,6,2017-05-19,2017-07-11
2012,3187,6,2017-05-19,2017-07-11
148,1637,6,2017-05-19,2017-07-11
3028,8260,6,2017-05-19,2017-07-11
148,3028,6,2017-05-19,2017-07-11
2090,6560,6,2017-05-19,2017-07-11
2945,3002,6,2017-05-19,2017-07-11
484,8260,6,2017-05-19,2017-07-11
2012,2945,6,2017-05-19,2017-07-11
148,2945,6,2017-05-19,2017-07-11
484,2024,6,2017-05-19,2017-07-11
174,3187,6,2017-05-19,2017-07-11
3064,8260,6,2017-05-19,2017-07-11
2024,3187,6,2017-05-19,2017-07-11
2012,2345,6,2017-05-19,2017-07-11
61,4774,6,2017-05-19,2017-07-11
484,2012,6,2017-05-19,2017-07-11
484,2841,6,2017-05-19,2017-07-11
2354,3064,6,2017-05-19,2017-07-11
1637,4774,6,2017-05-19,2017-07-11
2345,3064,6,2017-05-19,2017-07-11
61,2024,6,2017-05-19,2017-07-11
484,8262,6,2017-05-19,2017-07-11
2012,3028,6,2017-05-19,2017-07-11
497,4774,6,2017-05-19,2017-07-11
1637,6560,6,2017-05-19,2017-07-11
2090,3064,6,2017-05-19,2017-07-11
174,8260,6,2017-05-19,2017-07-11
484,1637,6,2017-05-19,2017-07-11
2841,3002,6,2017-05-19,2017-07-11
497,2024,6,2017-05-19,2017-07-11
3187,4774,6,2017-05-19,2017-07-11
2841,8260,6,2017-05-19,2017-07-11
174,4774,6,2017-05-19,2017-07-11
174,2354,6,2017-05-19,2017-07-11
3002,8729,6,2017-05-19,2017-07-11
61,6560,6,2017-05-19,2017-07-11
1637,3064,6,2017-05-19,2017-07-11
1637,8262,6,2017-05-19,2017-07-11
3028,4774,6,2017-05-19,2017-07-11
2090,2345,6,2017-05-19,2017-07-11
497,3064,6,2017-05-19,2017-07-11
2090,8729,6,2017-05-19,2017-07-11
1637,8260,6,2017-05-19,2017-07-11
1637,2354,6,2017-05-19,2017-07-11
61,2841,6,2017-05-19,2017-07-11
2841,8729,6,2017-05-19,2017-07-11
174,6560,6,2017-05-19,2017-07-11
174,2090,6,2017-05-19,2017-07-11
148,2345,6,2017-05-19,2017-07-11
2345,2841,6,2017-05-19,2017-07-11
1637,3002,6,2017-05-19,2017-07-11
2012,2841,6,2017-05-19,2017-07-11
3187,8262,6,2017-05-19,2017-07-11
61,2354,6,2017-05-19,2017-07-11
2090,2945,6,2017-05-19,2017-07-11
2090,4774,6,2017-05-19,2017-07-11
3002,8262,6,2017-05-19,2017-07-11
484,2945,6,2017-05-19,2017-07-11
497,2945,6,2017-05-19,2017-07-11
2012,4774,6,2017-05-19,2017-07-11
2354,3187,6,2017-05-19,2017-07-11
148,8729,6,2017-05-19,2017-07-11
174,2345,6,2017-05-19,2017-07-11
174,2841,6,2017-05-19,2017-07-11
2024,3028,6,2017-05-19,2017-07-11
