Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
2604,13651,5,2017-10-09,2017-11-06
7727,13651,5,2017-10-09,2017-11-06
1651,13654,4,2017-10-09,2017-11-06
9252,13651,5,2017-10-09,2017-11-06
10507,13654,4,2017-10-09,2017-11-06
7877,13651,5,2017-10-09,2017-11-06
11559,13654,4,2017-10-09,2017-11-06
2604,5332,5,2017-10-09,2017-11-06
2065,13654,4,2017-10-09,2017-11-06
3702,13654,4,2017-10-09,2017-11-06
5332,7727,5,2017-10-09,2017-11-06
7347,13651,5,2017-10-09,2017-11-06
2604,7877,5,2017-10-09,2017-11-06
2604,7727,5,2017-10-09,2017-11-06
5332,7347,5,2017-10-09,2017-11-06
5332,13651,5,2017-10-09,2017-11-06
2604,7347,5,2017-10-09,2017-11-06
2604,9252,5,2017-10-09,2017-11-06
281,13694,4,2017-10-09,2017-11-08
6843,13640,4,2017-10-09,2017-11-08
6843,13637,4,2017-10-09,2017-11-08
9696,13640,4,2017-10-09,2017-11-08
9696,13694,4,2017-10-09,2017-11-08
6843,13663,4,2017-10-09,2017-11-08
281,6843,4,2017-10-09,2017-11-08
6843,13694,4,2017-10-09,2017-11-08
6843,13693,4,2017-10-09,2017-11-08
281,13640,4,2017-10-09,2017-11-08
3880,11530,4,2017-10-09,2017-11-12
3880,9238,4,2017-10-09,2017-11-12
4827,11530,4,2017-10-09,2017-11-12
4827,9238,4,2017-10-09,2017-11-12
3702,13638,5,2017-10-09,2017-11-14
11559,13638,5,2017-10-09,2017-11-14
2065,3702,5,2017-10-09,2017-11-14
3702,13627,5,2017-10-09,2017-11-14
2065,13636,5,2017-10-09,2017-11-14
3702,13636,5,2017-10-09,2017-11-14
1651,2065,5,2017-10-09,2017-11-14
1651,3702,5,2017-10-09,2017-11-14
10507,13636,5,2017-10-09,2017-11-14
11559,13636,5,2017-10-09,2017-11-14
3702,10507,5,2017-10-09,2017-11-14
11559,13627,5,2017-10-09,2017-11-14
2065,11559,5,2017-10-09,2017-11-14
1651,10507,5,2017-10-09,2017-11-14
5332,7877,6,2017-10-09,2017-11-14
10507,11559,5,2017-10-09,2017-11-14
1651,13627,5,2017-10-09,2017-11-14
1651,13638,5,2017-10-09,2017-11-14
5332,9252,6,2017-10-09,2017-11-14
281,9696,5,2017-10-09,2017-11-15
9696,13663,5,2017-10-09,2017-11-15
9696,13637,5,2017-10-09,2017-11-15
281,13693,5,2017-10-09,2017-11-15
9696,13693,5,2017-10-09,2017-11-15
281,13663,5,2017-10-09,2017-11-15
281,13637,5,2017-10-09,2017-11-15
1482,4827,5,2017-10-09,2017-11-16
1482,3880,5,2017-10-09,2017-11-16
4335,13640,4,2017-10-09,2017-11-20
3880,4827,7,2017-10-09,2017-11-21
3880,7877,5,2017-10-09,2017-11-24
2065,5332,4,2017-10-09,2017-12-02
5332,10507,4,2017-10-09,2017-12-02
5332,13638,4,2017-10-09,2017-12-02
638,6122,4,2017-10-09,2017-12-02
2065,10507,6,2017-10-09,2017-12-02
5332,13627,4,2017-10-09,2017-12-02
6122,11571,4,2017-10-09,2017-12-02
6122,7593,4,2017-10-09,2017-12-02
2065,13627,6,2017-10-09,2017-12-02
10507,13638,6,2017-10-09,2017-12-02
2065,13638,6,2017-10-09,2017-12-02
3779,6122,4,2017-10-09,2017-12-02
6122,8196,4,2017-10-09,2017-12-02
6122,9077,4,2017-10-09,2017-12-02
10507,13627,6,2017-10-09,2017-12-02
7662,11554,4,2017-10-09,2017-12-08
7866,9576,4,2017-10-09,2017-12-14
7866,12335,4,2017-10-09,2017-12-14
5574,7866,4,2017-10-09,2017-12-14
7866,11323,4,2017-10-09,2017-12-14
6258,7866,4,2017-10-09,2017-12-14
7064,7866,4,2017-10-09,2017-12-14
7866,11136,4,2017-10-09,2017-12-14
7866,8180,4,2017-10-09,2017-12-14
952,7866,4,2017-10-09,2017-12-14
7866,11515,4,2017-10-09,2017-12-14
3702,11559,6,2017-10-09,2017-12-16
7866,9738,5,2017-10-09,2017-12-16
7866,11508,5,2017-10-09,2017-12-16
3309,6122,5,2017-10-09,2017-12-17
7866,10454,6,2017-10-09,2017-12-23
4335,7727,8,2017-10-09,2017-12-23
2985,6220,4,2017-10-09,2017-12-25
2985,11879,4,2017-10-09,2017-12-25
2985,11553,4,2017-10-09,2017-12-25
1651,13636,7,2017-10-09,2017-12-29
3154,12221,4,2017-10-11,2017-10-25
320,12221,4,2017-10-11,2017-10-25
1981,4410,4,2017-10-11,2017-11-01
2243,5275,4,2017-10-11,2017-11-01
2243,9505,4,2017-10-11,2017-11-01
6099,9505,4,2017-10-11,2017-11-01
2243,10632,4,2017-10-11,2017-11-01
5757,9713,4,2017-10-11,2017-11-01
926,2243,4,2017-10-11,2017-11-01
2243,9366,4,2017-10-11,2017-11-01
446,2243,4,2017-10-11,2017-11-01
8223,12248,4,2017-10-11,2017-11-01
926,5757,4,2017-10-11,2017-11-01
1981,9366,4,2017-10-11,2017-11-01
3953,9505,4,2017-10-11,2017-11-01
6099,9713,4,2017-10-11,2017-11-01
4410,9505,4,2017-10-11,2017-11-01
1981,8223,4,2017-10-11,2017-11-01
446,6099,4,2017-10-11,2017-11-01
3953,8223,4,2017-10-11,2017-11-01
3953,9366,4,2017-10-11,2017-11-01
2125,5757,4,2017-10-11,2017-11-01
1981,12248,4,2017-10-11,2017-11-01
4410,9713,4,2017-10-11,2017-11-01
9713,12248,4,2017-10-11,2017-11-01
446,1981,4,2017-10-11,2017-11-01
5757,9366,4,2017-10-11,2017-11-01
926,8223,4,2017-10-11,2017-11-01
926,3953,4,2017-10-11,2017-11-01
1981,9713,4,2017-10-11,2017-11-01
9505,12244,4,2017-10-11,2017-11-01
2125,4410,4,2017-10-11,2017-11-01
5275,6099,4,2017-10-11,2017-11-01
1981,2243,4,2017-10-11,2017-11-01
4410,8223,4,2017-10-11,2017-11-01
5275,12244,4,2017-10-11,2017-11-01
8223,12244,4,2017-10-11,2017-11-01
5275,8223,4,2017-10-11,2017-11-01
6099,10632,4,2017-10-11,2017-11-01
8223,9713,4,2017-10-11,2017-11-01
1981,10632,4,2017-10-11,2017-11-01
926,1981,4,2017-10-11,2017-11-01
1981,5275,4,2017-10-11,2017-11-01
1981,5757,4,2017-10-11,2017-11-01
1981,6099,4,2017-10-11,2017-11-01
3953,5275,4,2017-10-11,2017-11-01
3953,9713,4,2017-10-11,2017-11-01
5275,12248,4,2017-10-11,2017-11-01
926,12244,4,2017-10-11,2017-11-01
2125,8223,4,2017-10-11,2017-11-01
926,4410,4,2017-10-11,2017-11-01
446,3953,4,2017-10-11,2017-11-01
2125,6099,4,2017-10-11,2017-11-01
5275,5757,4,2017-10-11,2017-11-01
4410,10632,4,2017-10-11,2017-11-01
9505,12248,4,2017-10-11,2017-11-01
926,6099,4,2017-10-11,2017-11-01
926,12248,4,2017-10-11,2017-11-01
1981,3953,4,2017-10-11,2017-11-01
5757,10632,4,2017-10-11,2017-11-01
8223,9366,4,2017-10-11,2017-11-01
4410,5275,4,2017-10-11,2017-11-01
1981,9505,4,2017-10-11,2017-11-01
9713,12244,4,2017-10-11,2017-11-01
3953,10632,4,2017-10-11,2017-11-01
9366,12244,4,2017-10-11,2017-11-01
5757,8223,4,2017-10-11,2017-11-01
8223,10632,4,2017-10-11,2017-11-01
10632,12248,4,2017-10-11,2017-11-01
5757,9505,4,2017-10-11,2017-11-01
2243,8223,4,2017-10-11,2017-11-01
6099,9366,4,2017-10-11,2017-11-01
446,8223,4,2017-10-11,2017-11-01
2243,9713,4,2017-10-11,2017-11-01
2125,2243,4,2017-10-11,2017-11-01
4410,9366,4,2017-10-11,2017-11-01
2125,12248,4,2017-10-11,2017-11-01
1981,2125,4,2017-10-11,2017-11-01
1981,12244,4,2017-10-11,2017-11-01
446,12248,4,2017-10-11,2017-11-01
10632,12244,4,2017-10-11,2017-11-01
446,12244,4,2017-10-11,2017-11-01
2125,12244,4,2017-10-11,2017-11-01
8223,9505,4,2017-10-11,2017-11-01
446,4410,4,2017-10-11,2017-11-01
2125,3953,4,2017-10-11,2017-11-01
9366,12248,4,2017-10-11,2017-11-01
5275,10632,5,2017-10-11,2017-11-06
446,10632,5,2017-10-11,2017-11-06
5275,9713,5,2017-10-11,2017-11-06
