Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3677,11275,9,2017-07-01,2017-10-07
2581,3677,4,2017-07-01,2017-10-07
2642,10927,4,2017-07-01,2017-10-08
5342,9276,4,2017-07-01,2017-10-08
2457,9752,4,2017-07-01,2017-10-08
9482,10875,4,2017-07-01,2017-10-08
2457,4130,5,2017-07-01,2017-10-16
11530,11559,4,2017-07-01,2017-10-17
11545,11579,4,2017-07-01,2017-10-18
11577,11583,4,2017-07-01,2017-10-20
11571,11588,4,2017-07-01,2017-10-20
11509,11571,4,2017-07-01,2017-10-20
11583,11588,4,2017-07-01,2017-10-20
1622,3157,4,2017-07-01,2017-10-20
11571,11577,4,2017-07-01,2017-10-20
11509,11583,4,2017-07-01,2017-10-20
11571,11583,4,2017-07-01,2017-10-20
9822,10812,4,2017-07-01,2017-10-25
9822,10858,4,2017-07-01,2017-10-27
11514,11537,8,2017-07-01,2017-10-30
8803,10869,5,2017-07-01,2017-11-06
11527,11593,5,2017-07-01,2017-11-14
9252,10858,7,2017-07-01,2017-11-14
11559,11593,4,2017-07-01,2017-11-14
11509,11577,5,2017-07-01,2017-11-21
11509,11588,5,2017-07-01,2017-11-21
1863,11296,5,2017-07-01,2017-11-21
11577,11588,5,2017-07-01,2017-11-21
11515,11553,4,2017-07-01,2017-11-23
11508,11510,4,2017-07-01,2017-11-23
11508,11553,4,2017-07-01,2017-11-23
11510,11553,4,2017-07-01,2017-11-23
11510,11515,4,2017-07-01,2017-11-23
249,8504,4,2017-07-01,2017-11-25
11572,11587,4,2017-07-01,2017-11-27
9363,10871,4,2017-07-01,2017-12-05
7259,11005,4,2017-07-01,2017-12-06
10128,10899,4,2017-07-01,2017-12-07
855,10899,11,2017-07-01,2017-12-07
11510,11572,4,2017-07-01,2017-12-10
11531,11549,4,2017-07-01,2017-12-12
11557,11597,4,2017-07-01,2017-12-13
11508,11515,6,2017-07-01,2017-12-14
11516,11580,4,2017-07-01,2017-12-15
11506,11516,4,2017-07-01,2017-12-15
11506,11580,4,2017-07-01,2017-12-15
11513,11562,4,2017-07-01,2017-12-16
11528,11562,5,2017-07-01,2017-12-16
11513,11528,5,2017-07-01,2017-12-16
2128,11256,4,2017-07-01,2017-12-18
7398,9746,5,2017-07-01,2017-12-18
2128,4591,4,2017-07-01,2017-12-18
1246,1863,4,2017-07-01,2017-12-19
