Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3590,5584,6,2017-04-30,2017-05-30
3418,7872,6,2017-04-30,2017-05-30
4249,5584,6,2017-04-30,2017-05-30
5482,5584,6,2017-04-30,2017-05-30
1677,5509,6,2017-04-30,2017-05-30
5509,8190,6,2017-04-30,2017-05-30
3590,5509,6,2017-04-30,2017-05-30
5584,7662,6,2017-04-30,2017-05-30
6372,9030,5,2017-04-30,2017-05-30
3418,7866,6,2017-04-30,2017-05-30
4249,5509,6,2017-04-30,2017-05-30
1635,4249,6,2017-04-30,2017-05-30
5584,8190,6,2017-04-30,2017-05-30
1635,5509,6,2017-04-30,2017-05-30
5509,5789,6,2017-04-30,2017-05-30
1208,5584,6,2017-04-30,2017-05-30
1635,5584,6,2017-04-30,2017-05-30
1635,3418,6,2017-04-30,2017-05-30
5584,7866,6,2017-04-30,2017-05-30
5509,6813,6,2017-04-30,2017-05-30
3418,5584,6,2017-04-30,2017-05-30
3503,5584,6,2017-04-30,2017-05-30
5584,7605,6,2017-04-30,2017-05-30
1208,5509,6,2017-04-30,2017-05-30
4249,7866,6,2017-04-30,2017-05-30
5584,5789,6,2017-04-30,2017-05-30
5584,6813,6,2017-04-30,2017-05-30
3418,5509,6,2017-04-30,2017-05-30
5584,7872,6,2017-04-30,2017-05-30
1677,5584,6,2017-04-30,2017-05-30
4249,7662,6,2017-04-30,2017-05-30
5482,5509,6,2017-04-30,2017-05-30
4249,7872,6,2017-04-30,2017-05-30
3418,7662,6,2017-04-30,2017-05-30
5509,7605,6,2017-04-30,2017-05-30
3503,5509,6,2017-04-30,2017-05-30
3937,6512,5,2017-04-30,2017-06-05
5482,6707,5,2017-04-30,2017-06-05
1208,3418,7,2017-04-30,2017-06-05
4247,9042,4,2017-04-30,2017-06-05
1208,6707,5,2017-04-30,2017-06-05
3418,5789,7,2017-04-30,2017-06-05
3418,5482,7,2017-04-30,2017-06-05
1208,4249,7,2017-04-30,2017-06-05
4249,5789,7,2017-04-30,2017-06-05
5789,6707,5,2017-04-30,2017-06-05
4247,9089,4,2017-04-30,2017-06-05
4249,5482,7,2017-04-30,2017-06-05
6707,8190,5,2017-04-30,2017-06-05
3418,8190,7,2017-04-30,2017-06-05
