Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1988,10261,4,2017-08-18,2017-12-27
12516,12594,8,2017-08-18,2017-12-31
6084,11633,4,2017-08-19,2017-09-09
8024,11243,4,2017-08-19,2017-09-09
9988,10975,4,2017-08-19,2017-09-09
5002,9988,4,2017-08-19,2017-09-09
1955,8024,4,2017-08-19,2017-09-09
5002,11243,4,2017-08-19,2017-09-09
953,10179,4,2017-08-19,2017-09-09
2185,11243,4,2017-08-19,2017-09-09
953,11450,4,2017-08-19,2017-09-09
4707,11450,4,2017-08-19,2017-09-09
7068,10975,4,2017-08-19,2017-09-09
4444,11784,4,2017-08-19,2017-09-09
10179,10465,4,2017-08-19,2017-09-09
1573,2185,4,2017-08-19,2017-09-09
1955,6084,4,2017-08-19,2017-09-09
6084,11687,4,2017-08-19,2017-09-09
953,11649,4,2017-08-19,2017-09-09
6084,9988,4,2017-08-19,2017-09-09
8024,11633,4,2017-08-19,2017-09-09
1573,8024,4,2017-08-19,2017-09-09
953,9954,4,2017-08-19,2017-09-09
5002,11784,4,2017-08-19,2017-09-09
6084,10179,4,2017-08-19,2017-09-09
1955,10975,4,2017-08-19,2017-09-09
5002,11633,4,2017-08-19,2017-09-09
1955,2185,4,2017-08-19,2017-09-09
23,8024,4,2017-08-19,2017-09-09
10179,10975,4,2017-08-19,2017-09-09
2185,10179,4,2017-08-19,2017-09-09
10975,11687,4,2017-08-19,2017-09-09
10465,11633,4,2017-08-19,2017-09-09
4707,10179,4,2017-08-19,2017-09-09
23,10465,4,2017-08-19,2017-09-09
4444,11633,4,2017-08-19,2017-09-09
391,8024,4,2017-08-19,2017-09-09
4707,9988,4,2017-08-19,2017-09-09
4707,11633,4,2017-08-19,2017-09-09
9906,10975,4,2017-08-19,2017-09-09
8024,10179,4,2017-08-19,2017-09-09
4444,9954,4,2017-08-19,2017-09-09
5002,11687,4,2017-08-19,2017-09-09
8024,11687,4,2017-08-19,2017-09-09
4707,9906,4,2017-08-19,2017-09-09
4707,11784,4,2017-08-19,2017-09-09
4444,11243,4,2017-08-19,2017-09-09
4444,10179,4,2017-08-19,2017-09-09
9906,10465,4,2017-08-19,2017-09-09
