Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
2776,6064,4,2017-06-26,2017-08-29
4177,9562,5,2017-06-26,2017-08-30
660,5278,4,2017-06-26,2017-08-31
660,9427,4,2017-06-26,2017-08-31
6878,9562,6,2017-06-26,2017-08-31
5278,9427,5,2017-06-26,2017-08-31
6306,9150,4,2017-06-26,2017-09-05
3631,8265,4,2017-06-26,2017-09-08
1511,3486,7,2017-06-26,2017-09-09
3486,9150,4,2017-06-26,2017-09-09
1511,9150,4,2017-06-26,2017-09-09
6113,8562,8,2017-06-26,2017-09-11
8562,8679,8,2017-06-26,2017-09-11
2201,8562,8,2017-06-26,2017-09-11
3924,5058,6,2017-06-26,2017-09-14
4718,6547,4,2017-06-26,2017-09-15
6547,6972,4,2017-06-26,2017-09-15
3758,4718,4,2017-06-26,2017-09-15
4718,6972,4,2017-06-26,2017-09-15
3758,6547,4,2017-06-26,2017-09-15
3078,7373,6,2017-06-26,2017-09-16
7373,9271,6,2017-06-26,2017-09-16
1266,9404,6,2017-06-26,2017-09-16
3249,6030,6,2017-06-26,2017-09-18
486,4165,6,2017-06-26,2017-09-18
4492,8174,4,2017-06-26,2017-09-18
486,9049,6,2017-06-26,2017-09-18
4492,6198,4,2017-06-26,2017-09-18
3249,4165,6,2017-06-26,2017-09-18
3249,9049,6,2017-06-26,2017-09-18
6198,8174,4,2017-06-26,2017-09-18
219,1260,4,2017-06-26,2017-09-19
3912,9073,4,2017-06-26,2017-09-19
1260,9073,4,2017-06-26,2017-09-19
3912,10395,4,2017-06-26,2017-09-19
3486,6652,5,2017-06-26,2017-09-19
219,3912,4,2017-06-26,2017-09-19
219,9073,4,2017-06-26,2017-09-19
9073,10395,4,2017-06-26,2017-09-19
6519,9402,4,2017-06-26,2017-09-19
219,10395,4,2017-06-26,2017-09-19
3837,9271,7,2017-06-26,2017-09-21
3536,5007,5,2017-06-26,2017-09-21
5760,7551,4,2017-06-26,2017-09-25
1709,7004,4,2017-06-26,2017-09-26
2586,8658,4,2017-06-26,2017-10-08
