Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1056,3411,5,2017-01-17,2017-02-23
1056,3446,5,2017-01-17,2017-02-23
1056,3451,5,2017-01-17,2017-02-23
759,3439,5,2017-01-17,2017-02-23
1056,3439,5,2017-01-17,2017-02-23
1056,3447,5,2017-01-17,2017-02-23
759,3447,5,2017-01-17,2017-02-23
1056,3479,5,2017-01-17,2017-02-23
759,3451,5,2017-01-17,2017-02-23
759,3479,5,2017-01-17,2017-02-23
759,3446,5,2017-01-17,2017-02-23
759,3411,5,2017-01-17,2017-02-23
752,3438,4,2017-01-17,2017-03-03
366,3438,4,2017-01-17,2017-03-03
739,3438,4,2017-01-17,2017-03-03
733,3438,4,2017-01-17,2017-03-03
374,3438,4,2017-01-17,2017-03-03
374,3463,5,2017-01-17,2017-03-04
739,3463,5,2017-01-17,2017-03-04
366,3463,5,2017-01-17,2017-03-04
752,3463,5,2017-01-17,2017-03-04
733,3463,5,2017-01-17,2017-03-04
739,3493,5,2017-01-17,2017-03-04
739,3476,5,2017-01-17,2017-03-04
752,3476,6,2017-01-17,2017-03-24
733,3493,6,2017-01-17,2017-03-24
374,3476,6,2017-01-17,2017-03-24
366,3476,6,2017-01-17,2017-03-24
733,3476,6,2017-01-17,2017-03-24
374,3493,7,2017-01-17,2017-03-25
366,3493,7,2017-01-17,2017-03-25
752,3493,7,2017-01-17,2017-03-25
759,3470,4,2017-01-17,2017-03-31
759,3453,4,2017-01-17,2017-03-31
362,3453,5,2017-01-17,2017-03-31
362,3470,5,2017-01-17,2017-03-31
716,3410,5,2017-01-17,2017-04-08
724,3410,5,2017-01-17,2017-04-08
1053,3410,5,2017-01-17,2017-04-08
740,3444,5,2017-01-17,2017-04-09
740,3475,5,2017-01-17,2017-04-09
772,3414,5,2017-01-17,2017-04-10
1001,3436,5,2017-01-17,2017-04-10
1023,3491,5,2017-01-17,2017-04-10
1023,3413,5,2017-01-17,2017-04-10
368,3402,5,2017-01-17,2017-04-10
746,3414,5,2017-01-17,2017-04-10
1023,3414,5,2017-01-17,2017-04-10
746,3436,5,2017-01-17,2017-04-10
772,3413,5,2017-01-17,2017-04-10
746,3491,5,2017-01-17,2017-04-10
1001,3414,5,2017-01-17,2017-04-10
1023,3402,5,2017-01-17,2017-04-10
772,3436,5,2017-01-17,2017-04-10
1023,3436,5,2017-01-17,2017-04-10
746,3413,5,2017-01-17,2017-04-10
772,3491,5,2017-01-17,2017-04-10
746,3402,5,2017-01-17,2017-04-10
772,3402,5,2017-01-17,2017-04-10
1001,3413,5,2017-01-17,2017-04-10
1001,3402,5,2017-01-17,2017-04-10
1001,3491,5,2017-01-17,2017-04-10
724,3421,6,2017-01-17,2017-04-12
716,3477,6,2017-01-17,2017-04-12
716,3421,6,2017-01-17,2017-04-12
724,3477,6,2017-01-17,2017-04-12
739,3436,4,2017-01-17,2017-04-16
368,3436,6,2017-01-17,2017-04-16
364,3405,6,2017-01-17,2017-04-20
1001,3405,5,2017-01-17,2017-04-20
1023,3405,5,2017-01-17,2017-04-20
772,3405,5,2017-01-17,2017-04-20
746,3405,6,2017-01-17,2017-04-21
739,3414,5,2017-01-17,2017-04-22
368,3413,7,2017-01-17,2017-04-22
366,3436,4,2017-01-17,2017-04-24
763,3483,5,2017-01-17,2017-04-29
751,3483,5,2017-01-17,2017-04-29
1095,3461,6,2017-01-17,2017-05-01
1095,3440,8,2017-01-17,2017-05-12
701,3440,6,2017-01-17,2017-05-12
760,3440,6,2017-01-17,2017-05-12
763,3453,4,2017-01-17,2017-05-12
364,3490,5,2017-01-17,2017-05-12
1053,3421,8,2017-01-17,2017-05-12
368,3414,9,2017-01-17,2017-05-15
701,3483,6,2017-01-17,2017-05-16
1095,3483,5,2017-01-17,2017-05-16
1095,3453,4,2017-01-17,2017-05-16
760,3483,6,2017-01-17,2017-05-16
701,3453,5,2017-01-17,2017-05-16
739,3413,6,2017-01-17,2017-05-20
763,3440,7,2017-01-17,2017-05-20
