Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
1293,2280,4,2017-02-28,2017-04-02
446,1293,4,2017-02-28,2017-04-02
2280,4682,4,2017-02-28,2017-04-02
2280,4700,4,2017-02-28,2017-04-02
1293,4614,4,2017-02-28,2017-04-02
2280,4946,4,2017-02-28,2017-04-02
1293,4700,4,2017-02-28,2017-04-02
2280,4614,4,2017-02-28,2017-04-02
1293,4946,4,2017-02-28,2017-04-02
1293,4682,4,2017-02-28,2017-04-02
1293,4904,4,2017-02-28,2017-04-02
2280,4904,4,2017-02-28,2017-04-02
3964,4947,4,2017-02-28,2017-04-05
3998,4646,6,2017-02-28,2017-04-05
4430,4646,6,2017-02-28,2017-04-05
1572,3998,6,2017-02-28,2017-04-05
3964,4911,4,2017-02-28,2017-04-05
1828,3964,4,2017-02-28,2017-04-05
3937,4903,7,2017-02-28,2017-04-05
443,3998,6,2017-02-28,2017-04-05
443,4430,6,2017-02-28,2017-04-05
3998,4430,6,2017-02-28,2017-04-05
1662,4914,6,2017-02-28,2017-04-05
3937,4988,7,2017-02-28,2017-04-05
1521,3964,4,2017-02-28,2017-04-05
443,1572,6,2017-02-28,2017-04-05
1046,1662,6,2017-02-28,2017-04-05
1521,4665,4,2017-02-28,2017-04-05
1521,4911,4,2017-02-28,2017-04-05
391,4914,6,2017-02-28,2017-04-05
1521,4993,4,2017-02-28,2017-04-05
1572,4646,6,2017-02-28,2017-04-05
443,4646,6,2017-02-28,2017-04-05
1651,4914,6,2017-02-28,2017-04-05
3964,4665,4,2017-02-28,2017-04-05
1521,4947,4,2017-02-28,2017-04-05
1046,4914,6,2017-02-28,2017-04-05
4445,4925,4,2017-02-28,2017-04-08
3970,4461,4,2017-02-28,2017-04-09
1842,4461,4,2017-02-28,2017-04-09
321,4495,4,2017-02-28,2017-04-11
4447,4919,4,2017-02-28,2017-04-11
4447,4950,4,2017-02-28,2017-04-11
4447,4916,4,2017-02-28,2017-04-11
4495,4628,4,2017-02-28,2017-04-11
321,4628,4,2017-02-28,2017-04-11
2675,4611,4,2017-02-28,2017-04-12
1287,1853,4,2017-02-28,2017-04-12
3584,4983,4,2017-02-28,2017-04-12
1287,4611,4,2017-02-28,2017-04-12
1853,2675,4,2017-02-28,2017-04-12
3404,4632,6,2017-02-28,2017-04-12
1586,2560,6,2017-02-28,2017-04-12
1456,3816,4,2017-02-28,2017-04-13
3492,4523,6,2017-02-28,2017-04-13
3940,4945,6,2017-02-28,2017-04-13
681,4933,4,2017-02-28,2017-04-13
3991,4945,6,2017-02-28,2017-04-13
1548,4945,6,2017-02-28,2017-04-13
1617,3492,6,2017-02-28,2017-04-13
1548,3940,6,2017-02-28,2017-04-13
1548,3991,6,2017-02-28,2017-04-13
681,4927,4,2017-02-28,2017-04-13
1617,4523,6,2017-02-28,2017-04-13
681,2728,4,2017-02-28,2017-04-13
681,1498,4,2017-02-28,2017-04-13
1598,4523,6,2017-02-28,2017-04-13
681,4671,4,2017-02-28,2017-04-13
1598,3492,6,2017-02-28,2017-04-13
391,1651,7,2017-02-28,2017-04-14
4431,4972,4,2017-02-28,2017-04-15
1078,4972,4,2017-02-28,2017-04-15
2251,4957,4,2017-02-28,2017-04-15
1078,2251,4,2017-02-28,2017-04-15
1587,4957,4,2017-02-28,2017-04-15
2251,3930,4,2017-02-28,2017-04-15
4431,4957,4,2017-02-28,2017-04-15
1078,4957,4,2017-02-28,2017-04-15
2251,4431,4,2017-02-28,2017-04-15
3930,4972,4,2017-02-28,2017-04-15
2251,4690,4,2017-02-28,2017-04-15
1808,4431,4,2017-02-28,2017-04-15
1587,4690,4,2017-02-28,2017-04-15
1587,4972,4,2017-02-28,2017-04-15
2251,4972,4,2017-02-28,2017-04-15
1587,4431,4,2017-02-28,2017-04-15
3930,4957,4,2017-02-28,2017-04-15
1078,4690,4,2017-02-28,2017-04-15
1808,3930,4,2017-02-28,2017-04-15
