Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
92,1177,4,2017-06-28,2017-08-19
3503,8024,4,2017-06-28,2017-08-19
3503,4444,4,2017-06-28,2017-08-19
1070,11156,5,2017-06-28,2017-08-19
1177,3503,4,2017-06-28,2017-08-19
1631,3503,4,2017-06-28,2017-08-19
3503,3921,4,2017-06-28,2017-08-19
1177,8024,4,2017-06-28,2017-08-19
1782,3503,4,2017-06-28,2017-08-19
7874,9516,4,2017-06-28,2017-08-23
611,8141,4,2017-06-28,2017-08-25
9151,9537,4,2017-06-28,2017-08-26
8836,9151,4,2017-06-28,2017-08-26
1631,8024,5,2017-06-28,2017-08-30
1189,1631,5,2017-06-28,2017-08-30
1189,1782,5,2017-06-28,2017-08-30
1782,8024,5,2017-06-28,2017-08-30
4993,5997,5,2017-06-28,2017-08-30
92,1631,5,2017-06-28,2017-08-30
92,1782,5,2017-06-28,2017-08-30
1828,8836,5,2017-06-28,2017-08-31
10548,10697,6,2017-06-28,2017-09-01
9977,10548,5,2017-06-28,2017-09-01
4092,10548,6,2017-06-28,2017-09-01
4092,10697,6,2017-06-28,2017-09-01
4092,9977,5,2017-06-28,2017-09-01
10461,10569,4,2017-06-28,2017-09-02
3921,8024,6,2017-06-28,2017-09-03
92,3921,6,2017-06-28,2017-09-03
92,8024,6,2017-06-28,2017-09-03
1189,4444,6,2017-06-28,2017-09-03
1189,3921,6,2017-06-28,2017-09-03
1189,8024,6,2017-06-28,2017-09-03
92,4444,6,2017-06-28,2017-09-03
218,2976,7,2017-06-28,2017-09-04
332,10743,4,2017-06-28,2017-09-05
332,7515,4,2017-06-28,2017-09-09
332,10757,5,2017-06-28,2017-09-09
4444,8024,7,2017-06-28,2017-09-09
611,7563,4,2017-06-28,2017-09-09
2856,11101,5,2017-06-28,2017-09-09
2856,11143,5,2017-06-28,2017-09-09
7515,10757,4,2017-06-28,2017-09-09
9069,9388,4,2017-06-28,2017-09-12
3468,9069,4,2017-06-28,2017-09-12
3468,9388,4,2017-06-28,2017-09-12
3563,8651,4,2017-06-28,2017-09-14
3563,6829,4,2017-06-28,2017-09-14
633,10690,5,2017-06-28,2017-09-14
2967,10746,5,2017-06-28,2017-09-14
3802,10690,5,2017-06-28,2017-09-14
10746,11120,4,2017-06-28,2017-09-16
