Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
230,7726,5,2017-08-11,2017-09-01
5643,7726,5,2017-08-11,2017-09-01
230,5643,5,2017-08-11,2017-09-01
4572,11171,4,2017-08-11,2017-09-02
264,7222,4,2017-08-11,2017-09-02
1410,8830,4,2017-08-11,2017-09-02
3065,10130,4,2017-08-11,2017-09-02
5374,10749,4,2017-08-11,2017-09-02
9615,10691,4,2017-08-11,2017-09-02
5374,11171,4,2017-08-11,2017-09-02
264,3065,4,2017-08-11,2017-09-02
8830,10691,4,2017-08-11,2017-09-02
9615,11897,4,2017-08-11,2017-09-02
264,9281,4,2017-08-11,2017-09-02
1410,10691,4,2017-08-11,2017-09-02
10130,10691,4,2017-08-11,2017-09-02
1410,9615,4,2017-08-11,2017-09-02
1129,11171,4,2017-08-11,2017-09-02
5374,10691,4,2017-08-11,2017-09-02
6622,10691,4,2017-08-11,2017-09-02
1129,3065,4,2017-08-11,2017-09-02
1096,9615,4,2017-08-11,2017-09-02
7222,9615,4,2017-08-11,2017-09-02
1096,10749,4,2017-08-11,2017-09-02
9281,10749,4,2017-08-11,2017-09-02
264,11897,4,2017-08-11,2017-09-02
4572,10130,4,2017-08-11,2017-09-02
4572,10691,4,2017-08-11,2017-09-02
1021,4572,4,2017-08-11,2017-09-02
6622,9615,4,2017-08-11,2017-09-02
1021,8830,4,2017-08-11,2017-09-02
4572,7222,4,2017-08-11,2017-09-02
1096,1129,4,2017-08-11,2017-09-02
6622,8830,4,2017-08-11,2017-09-02
1096,10130,4,2017-08-11,2017-09-02
7222,11171,4,2017-08-11,2017-09-02
9281,9615,4,2017-08-11,2017-09-02
1021,9281,4,2017-08-11,2017-09-02
10130,11897,4,2017-08-11,2017-09-02
1096,9357,4,2017-08-11,2017-09-02
1410,11897,4,2017-08-11,2017-09-02
9357,10691,4,2017-08-11,2017-09-02
1021,5374,4,2017-08-11,2017-09-02
7222,9357,4,2017-08-11,2017-09-02
5374,6622,4,2017-08-11,2017-09-02
8830,10130,4,2017-08-11,2017-09-02
1410,5374,4,2017-08-11,2017-09-02
1096,11171,4,2017-08-11,2017-09-02
1129,4572,4,2017-08-11,2017-09-02
9615,10749,4,2017-08-11,2017-09-02
5374,9357,4,2017-08-11,2017-09-02
3065,10749,4,2017-08-11,2017-09-02
1096,7222,4,2017-08-11,2017-09-02
264,10691,4,2017-08-11,2017-09-02
5374,7222,4,2017-08-11,2017-09-02
264,1129,4,2017-08-11,2017-09-02
1129,9615,4,2017-08-11,2017-09-02
9615,10130,4,2017-08-11,2017-09-02
4572,10749,4,2017-08-11,2017-09-02
8830,10749,4,2017-08-11,2017-09-02
4572,6622,4,2017-08-11,2017-09-02
3065,7222,4,2017-08-11,2017-09-02
3065,11171,4,2017-08-11,2017-09-02
