Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
2596,3861,6,2017-02-26,2017-04-05
3861,4552,6,2017-02-26,2017-04-05
3861,5455,6,2017-02-26,2017-04-05
2596,4552,6,2017-02-26,2017-04-05
2596,5455,6,2017-02-26,2017-04-05
4552,5455,6,2017-02-26,2017-04-05
1155,4152,4,2017-02-26,2017-04-06
1155,4097,4,2017-02-26,2017-04-06
2516,3924,4,2017-02-26,2017-04-08
334,3924,4,2017-02-26,2017-04-08
1658,2567,4,2017-02-26,2017-04-09
782,4330,4,2017-02-26,2017-04-10
782,1774,4,2017-02-26,2017-04-10
1774,4166,4,2017-02-26,2017-04-10
2101,4166,4,2017-02-26,2017-04-10
782,2101,4,2017-02-26,2017-04-10
4166,4330,4,2017-02-26,2017-04-10
2101,4330,4,2017-02-26,2017-04-10
1774,4330,4,2017-02-26,2017-04-10
4069,5450,6,2017-02-26,2017-04-12
4069,5460,6,2017-02-26,2017-04-12
4346,5434,6,2017-02-26,2017-04-13
1444,4554,6,2017-02-26,2017-04-13
3102,3453,5,2017-02-26,2017-04-13
1444,5422,6,2017-02-26,2017-04-13
1444,1643,6,2017-02-26,2017-04-13
2544,5434,6,2017-02-26,2017-04-13
4346,4554,6,2017-02-26,2017-04-13
4346,5422,6,2017-02-26,2017-04-13
4554,5434,6,2017-02-26,2017-04-13
1643,5434,6,2017-02-26,2017-04-13
1444,2544,6,2017-02-26,2017-04-13
2544,4554,6,2017-02-26,2017-04-13
2523,3102,5,2017-02-26,2017-04-13
4542,5422,6,2017-02-26,2017-04-13
2523,3453,5,2017-02-26,2017-04-13
4346,4542,6,2017-02-26,2017-04-13
1643,4346,6,2017-02-26,2017-04-13
2544,5422,6,2017-02-26,2017-04-13
1643,5422,6,2017-02-26,2017-04-13
4554,5422,6,2017-02-26,2017-04-13
4542,5434,6,2017-02-26,2017-04-13
350,708,4,2017-02-26,2017-04-13
1444,5434,6,2017-02-26,2017-04-13
708,2612,4,2017-02-26,2017-04-13
2544,4542,6,2017-02-26,2017-04-13
2544,4346,6,2017-02-26,2017-04-13
1444,4542,6,2017-02-26,2017-04-13
1643,4542,6,2017-02-26,2017-04-13
1643,4554,6,2017-02-26,2017-04-13
1097,2610,4,2017-02-26,2017-04-14
358,1254,4,2017-02-26,2017-04-14
1789,2610,4,2017-02-26,2017-04-14
358,4190,4,2017-02-26,2017-04-14
4190,4322,4,2017-02-26,2017-04-14
1254,4322,4,2017-02-26,2017-04-14
1654,4387,4,2017-02-26,2017-04-15
1015,1182,4,2017-02-26,2017-04-17
1369,3024,4,2017-02-26,2017-04-17
1182,2174,4,2017-02-26,2017-04-17
674,1739,4,2017-02-26,2017-04-20
335,1888,4,2017-02-26,2017-04-20
1454,2212,4,2017-02-26,2017-04-21
1454,3589,4,2017-02-26,2017-04-21
876,5051,4,2017-02-26,2017-04-21
1028,5051,4,2017-02-26,2017-04-21
618,1028,4,2017-02-26,2017-04-21
618,5051,4,2017-02-26,2017-04-21
1797,2537,4,2017-02-26,2017-04-21
782,4166,5,2017-02-26,2017-04-21
1454,2935,4,2017-02-26,2017-04-21
83,1196,5,2017-02-26,2017-04-25
206,393,4,2017-02-26,2017-04-26
1942,2273,4,2017-02-26,2017-04-28
1942,2963,4,2017-02-26,2017-04-28
773,4648,4,2017-02-26,2017-04-28
3709,4648,4,2017-02-26,2017-04-28
3412,4648,4,2017-02-26,2017-04-28
235,2285,5,2017-02-26,2017-04-29
683,2285,5,2017-02-26,2017-04-29
1774,2101,7,2017-02-26,2017-04-29
876,1028,6,2017-02-26,2017-04-29
1015,2174,5,2017-02-26,2017-04-30
917,1797,4,2017-02-26,2017-05-01
2965,4031,4,2017-02-26,2017-05-01
3317,5007,4,2017-02-26,2017-05-04
1911,4612,4,2017-02-26,2017-05-04
3681,5080,5,2017-02-26,2017-05-04
3317,4612,4,2017-02-26,2017-05-04
4612,5007,4,2017-02-26,2017-05-04
4552,5460,6,2017-02-26,2017-05-07
937,2537,4,2017-02-26,2017-05-11
1911,5007,5,2017-02-26,2017-05-11
1911,5080,4,2017-02-26,2017-05-11
3892,4591,4,2017-02-26,2017-05-11
1789,4190,4,2017-02-26,2017-05-12
1097,1789,6,2017-02-26,2017-05-12
1097,4190,4,2017-02-26,2017-05-12
1254,4190,6,2017-02-26,2017-05-12
1254,1789,4,2017-02-26,2017-05-12
223,392,4,2017-02-26,2017-05-12
211,392,4,2017-02-26,2017-05-12
3409,4484,4,2017-02-26,2017-05-14
3873,4591,5,2017-02-26,2017-05-14
223,3102,4,2017-02-26,2017-05-15
537,1762,4,2017-02-26,2017-05-16
1343,4031,5,2017-02-26,2017-05-16
537,4030,4,2017-02-26,2017-05-16
334,2516,6,2017-02-26,2017-05-20
537,917,4,2017-02-26,2017-05-20
783,4132,4,2017-02-26,2017-05-22
618,1892,4,2017-02-26,2017-05-22
1388,1742,5,2017-02-26,2017-05-22
783,4144,4,2017-02-26,2017-05-22
1892,3349,4,2017-02-26,2017-05-22
347,2612,4,2017-02-26,2017-05-23
916,4396,4,2017-02-26,2017-05-24
384,1786,4,2017-02-26,2017-05-24
1786,4396,4,2017-02-26,2017-05-24
916,1786,4,2017-02-26,2017-05-24
384,916,4,2017-02-26,2017-05-24
384,4396,4,2017-02-26,2017-05-24
4031,5037,5,2017-02-26,2017-05-24
393,4379,4,2017-02-26,2017-05-27
2644,4379,4,2017-02-26,2017-05-27
300,2529,4,2017-02-26,2017-06-01
2529,4449,4,2017-02-26,2017-06-01
1403,4638,4,2017-02-26,2017-06-04
1451,4638,4,2017-02-26,2017-06-04
1890,4638,4,2017-02-26,2017-06-04
782,1155,5,2017-02-26,2017-06-08
4063,4542,4,2017-02-26,2017-06-08
300,4449,5,2017-02-26,2017-06-10
4552,5447,5,2017-02-26,2017-06-12
923,4624,4,2017-02-26,2017-06-17
392,2248,4,2017-02-26,2017-06-20
1020,2336,6,2017-02-26,2017-06-20
638,5453,4,2017-02-26,2017-06-22
343,2156,5,2017-02-26,2017-06-24
1762,4030,5,2017-02-26,2017-06-30
1739,1888,5,2017-02-26,2017-07-03
708,1303,4,2017-02-26,2017-07-05
253,375,5,2017-02-26,2017-07-09
392,4451,8,2017-02-26,2017-07-11
252,384,4,2017-02-26,2017-07-11
3317,3681,4,2017-02-26,2017-07-12
1248,3860,5,2017-02-26,2017-07-15
1762,2174,5,2017-02-26,2017-07-18
1097,1254,8,2017-02-26,2017-07-23
3119,4606,5,2017-02-26,2017-07-24
1434,5071,4,2017-02-26,2017-07-27
2552,4414,4,2017-02-26,2017-08-04
2596,4542,6,2017-02-26,2017-08-06
1992,2223,4,2017-02-26,2017-08-06
2441,5037,5,2017-02-26,2017-08-06
362,1612,5,2017-02-26,2017-08-10
1398,3396,4,2017-02-26,2017-08-15
1398,1872,4,2017-02-26,2017-08-15
3681,5136,4,2017-02-26,2017-08-18
252,4190,4,2017-02-26,2017-08-26
429,4513,5,2017-02-26,2017-08-26
1846,1954,4,2017-02-26,2017-08-27
300,3913,4,2017-02-26,2017-08-29
3892,4582,4,2017-02-26,2017-09-09
4097,4152,8,2017-02-26,2017-09-11
1016,3924,4,2017-02-26,2017-09-14
2336,4102,4,2017-02-26,2017-09-14
917,4379,4,2017-02-26,2017-09-19
3823,5417,4,2017-02-26,2017-09-20
1281,1942,5,2017-02-26,2017-09-24
2594,4060,4,2017-02-26,2017-09-25
4060,5449,4,2017-02-26,2017-09-25
2594,5449,4,2017-02-26,2017-09-25
2146,4420,6,2017-02-26,2017-09-25
2965,5007,5,2017-02-26,2017-09-28
3396,4636,5,2017-02-26,2017-10-04
1872,4636,5,2017-02-26,2017-10-04
1871,4636,6,2017-02-26,2017-10-04
1872,3396,7,2017-02-26,2017-10-04
1871,3396,5,2017-02-26,2017-10-04
1097,2604,4,2017-02-26,2017-10-09
1322,2813,4,2017-02-26,2017-10-11
1155,2604,4,2017-02-26,2017-10-17
2596,5422,6,2017-02-26,2017-10-19
1451,2212,4,2017-02-26,2017-10-24
2604,4307,4,2017-02-26,2017-10-27
782,2825,5,2017-02-26,2017-11-16
1281,5007,4,2017-02-26,2017-11-21
946,5023,4,2017-02-26,2017-12-12
3648,5037,5,2017-02-26,2017-12-15
1454,2951,4,2017-02-26,2017-12-16
1717,3166,4,2017-02-26,2017-12-18
350,674,4,2017-02-26,2017-12-18
1739,2610,6,2017-02-26,2017-12-21
2193,3487,4,2017-02-26,2017-12-27
362,640,4,2017-02-26,2017-12-28
446,4969,4,2017-02-27,2017-03-13
4690,4942,4,2017-02-27,2017-03-13
4607,4972,4,2017-02-27,2017-03-13
4690,4990,4,2017-02-27,2017-03-13
1808,4904,4,2017-02-27,2017-03-13
4682,4990,4,2017-02-27,2017-03-13
1884,4957,4,2017-02-27,2017-03-13
1865,4957,4,2017-02-27,2017-03-13
1808,4990,4,2017-02-27,2017-03-13
446,4972,4,2017-02-27,2017-03-13
4674,4957,4,2017-02-27,2017-03-13
2773,4972,4,2017-02-27,2017-03-13
4614,4942,4,2017-02-27,2017-03-13
4674,4972,4,2017-02-27,2017-03-13
1884,4904,4,2017-02-27,2017-03-13
4607,4946,4,2017-02-27,2017-03-13
2773,4946,4,2017-02-27,2017-03-13
4628,4916,4,2017-02-27,2017-03-13
4628,4941,4,2017-02-27,2017-03-13
4614,4969,4,2017-02-27,2017-03-13
4674,4904,4,2017-02-27,2017-03-13
4690,4904,4,2017-02-27,2017-03-13
446,4957,4,2017-02-27,2017-03-13
1865,4946,4,2017-02-27,2017-03-13
4682,4972,4,2017-02-27,2017-03-13
4700,4957,4,2017-02-27,2017-03-13
446,4942,4,2017-02-27,2017-03-13
4628,4903,4,2017-02-27,2017-03-13
4614,4990,4,2017-02-27,2017-03-13
4682,4969,4,2017-02-27,2017-03-13
2773,4957,4,2017-02-27,2017-03-13
2509,4916,4,2017-02-27,2017-03-13
2509,4950,4,2017-02-27,2017-03-13
4628,4919,4,2017-02-27,2017-03-13
4656,4950,4,2017-02-27,2017-03-13
4656,4916,4,2017-02-27,2017-03-13
4628,4950,4,2017-02-27,2017-03-13
1808,4969,4,2017-02-27,2017-03-13
4682,4957,4,2017-02-27,2017-03-13
2509,4919,4,2017-02-27,2017-03-13
4690,4969,4,2017-02-27,2017-03-13
4700,4969,4,2017-02-27,2017-03-13
1884,4946,4,2017-02-27,2017-03-13
4607,4904,4,2017-02-27,2017-03-13
4700,4942,4,2017-02-27,2017-03-13
4628,4988,4,2017-02-27,2017-03-13
1884,4972,4,2017-02-27,2017-03-13
4609,4919,4,2017-02-27,2017-03-13
4609,4950,4,2017-02-27,2017-03-13
1808,4942,4,2017-02-27,2017-03-13
4607,4957,4,2017-02-27,2017-03-13
4682,4942,4,2017-02-27,2017-03-13
4690,4946,4,2017-02-27,2017-03-13
4609,4916,4,2017-02-27,2017-03-13
446,4990,4,2017-02-27,2017-03-13
1865,4904,4,2017-02-27,2017-03-13
4656,4919,4,2017-02-27,2017-03-13
4700,4972,4,2017-02-27,2017-03-13
1865,4972,4,2017-02-27,2017-03-13
4674,4946,4,2017-02-27,2017-03-13
2509,4941,4,2017-02-27,2017-03-13
4609,4941,4,2017-02-27,2017-03-13
2773,4904,4,2017-02-27,2017-03-13
4700,4990,4,2017-02-27,2017-03-13
1808,4946,4,2017-02-27,2017-03-13
4614,4957,4,2017-02-27,2017-03-13
4656,4941,4,2017-02-27,2017-03-13
4671,4911,4,2017-02-27,2017-03-14
2781,4933,4,2017-02-27,2017-03-14
1853,4998,4,2017-02-27,2017-03-14
4611,4980,4,2017-02-27,2017-03-14
4611,4933,4,2017-02-27,2017-03-14
4671,4977,4,2017-02-27,2017-03-14
1853,4977,4,2017-02-27,2017-03-14
4630,4911,4,2017-02-27,2017-03-14
4611,4947,4,2017-02-27,2017-03-14
4630,4991,4,2017-02-27,2017-03-14
4671,4993,4,2017-02-27,2017-03-14
2792,4991,4,2017-02-27,2017-03-14
