Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3542,11296,4,2017-08-08,2017-09-08
1263,3542,4,2017-08-08,2017-09-08
3542,10701,4,2017-08-08,2017-09-08
6385,7236,4,2017-08-08,2017-09-08
6658,8736,4,2017-08-08,2017-09-08
2276,10104,4,2017-08-08,2017-09-08
2276,7236,4,2017-08-08,2017-09-08
3876,7236,4,2017-08-08,2017-09-08
3542,7711,4,2017-08-08,2017-09-08
3343,12204,5,2017-08-08,2017-09-08
6385,10104,4,2017-08-08,2017-09-08
3876,10104,4,2017-08-08,2017-09-08
8035,8736,5,2017-08-08,2017-09-08
435,6458,5,2017-08-08,2017-09-10
3332,10569,6,2017-08-08,2017-09-10
10569,11896,6,2017-08-08,2017-09-10
1563,6458,5,2017-08-08,2017-09-10
10478,11285,5,2017-08-08,2017-09-10
2171,6458,5,2017-08-08,2017-09-10
4745,8810,4,2017-08-08,2017-09-10
4745,8871,4,2017-08-08,2017-09-10
859,6458,5,2017-08-08,2017-09-10
2171,10478,5,2017-08-08,2017-09-10
393,5755,4,2017-08-08,2017-09-10
6458,11285,5,2017-08-08,2017-09-10
4745,9252,4,2017-08-08,2017-09-10
8871,9252,5,2017-08-08,2017-09-11
1563,10478,6,2017-08-08,2017-09-11
8810,9252,5,2017-08-08,2017-09-11
760,4853,4,2017-08-08,2017-09-15
4853,8784,4,2017-08-08,2017-09-15
4853,10266,4,2017-08-08,2017-09-15
435,10478,7,2017-08-08,2017-09-16
7393,9557,5,2017-08-08,2017-09-18
4287,7393,5,2017-08-08,2017-09-18
1041,4287,5,2017-08-08,2017-09-18
1041,9557,5,2017-08-08,2017-09-18
3332,5755,4,2017-08-08,2017-09-19
1115,1352,6,2017-08-08,2017-09-19
4335,5711,5,2017-08-08,2017-09-20
2489,3191,5,2017-08-08,2017-09-21
2476,3191,5,2017-08-08,2017-09-21
6819,8330,4,2017-08-08,2017-09-21
3191,4781,5,2017-08-08,2017-09-21
1845,7581,4,2017-08-08,2017-09-22
1845,7770,5,2017-08-08,2017-09-22
1270,7336,4,2017-08-08,2017-09-22
1270,5991,4,2017-08-08,2017-09-22
1270,3554,4,2017-08-08,2017-09-22
3299,10484,4,2017-08-08,2017-09-22
6777,10484,6,2017-08-08,2017-09-22
10484,11883,6,2017-08-08,2017-09-22
1966,10484,6,2017-08-08,2017-09-22
6663,10597,5,2017-08-08,2017-09-22
1845,12276,4,2017-08-08,2017-09-22
7618,11565,4,2017-08-08,2017-09-23
2745,6236,4,2017-08-08,2017-09-23
4031,7618,4,2017-08-08,2017-09-23
4031,11565,4,2017-08-08,2017-09-23
1974,9755,4,2017-08-08,2017-09-23
8190,9755,4,2017-08-08,2017-09-23
1974,7618,4,2017-08-08,2017-09-23
9755,11565,4,2017-08-08,2017-09-23
6236,11888,4,2017-08-08,2017-09-23
2745,4732,4,2017-08-08,2017-09-23
75,3542,6,2017-08-08,2017-09-23
1974,11565,4,2017-08-08,2017-09-23
8190,11565,4,2017-08-08,2017-09-23
2745,11888,4,2017-08-08,2017-09-23
7618,9755,4,2017-08-08,2017-09-23
4732,6236,4,2017-08-08,2017-09-23
2489,8330,4,2017-08-08,2017-09-24
760,10731,4,2017-08-08,2017-09-25
760,7187,4,2017-08-08,2017-09-25
7187,10596,6,2017-08-08,2017-09-25
7187,11610,6,2017-08-08,2017-09-25
10596,10731,6,2017-08-08,2017-09-25
11610,11808,6,2017-08-08,2017-09-25
7187,10731,6,2017-08-08,2017-09-25
10731,11610,6,2017-08-08,2017-09-25
7187,11808,6,2017-08-08,2017-09-25
760,11808,4,2017-08-08,2017-09-25
393,11896,4,2017-08-08,2017-09-26
3432,5094,4,2017-08-08,2017-09-28
10596,11808,7,2017-08-08,2017-10-01
1041,7393,6,2017-08-08,2017-10-04
