Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
5491,13270,4,2017-11-10,2017-11-29
1709,12947,4,2017-11-10,2017-12-01
1709,12906,4,2017-11-10,2017-12-01
2702,12981,4,2017-11-10,2017-12-01
12840,14060,4,2017-11-10,2017-12-01
1181,14011,4,2017-11-10,2017-12-01
12948,14060,4,2017-11-10,2017-12-01
1972,12840,4,2017-11-10,2017-12-01
1181,1709,4,2017-11-10,2017-12-01
12840,12947,4,2017-11-10,2017-12-01
1709,11513,4,2017-11-10,2017-12-01
2035,6864,4,2017-11-10,2017-12-01
2035,12981,4,2017-11-10,2017-12-01
12947,14077,4,2017-11-10,2017-12-01
11513,12947,4,2017-11-10,2017-12-01
1972,2702,4,2017-11-10,2017-12-01
6864,12906,4,2017-11-10,2017-12-01
6437,12947,4,2017-11-10,2017-12-01
12948,14091,4,2017-11-10,2017-12-01
1972,6864,4,2017-11-10,2017-12-01
11513,12948,4,2017-11-10,2017-12-01
1181,12840,4,2017-11-10,2017-12-01
12948,14011,4,2017-11-10,2017-12-01
1709,6437,4,2017-11-10,2017-12-01
2702,14060,4,2017-11-10,2017-12-01
12947,14018,4,2017-11-10,2017-12-01
1972,14018,4,2017-11-10,2017-12-01
1972,14060,4,2017-11-10,2017-12-01
2035,14011,4,2017-11-10,2017-12-01
11513,14018,4,2017-11-10,2017-12-01
1181,12948,4,2017-11-10,2017-12-01
12906,14011,4,2017-11-10,2017-12-01
1709,14077,4,2017-11-10,2017-12-01
2035,12840,4,2017-11-10,2017-12-01
2035,14091,4,2017-11-10,2017-12-01
12947,14060,4,2017-11-10,2017-12-01
12840,14011,4,2017-11-10,2017-12-01
11513,14060,4,2017-11-10,2017-12-01
1181,14077,4,2017-11-10,2017-12-01
6864,14091,4,2017-11-10,2017-12-01
11513,12840,4,2017-11-10,2017-12-01
12981,14091,4,2017-11-10,2017-12-01
6437,14018,4,2017-11-10,2017-12-01
1181,12981,4,2017-11-10,2017-12-01
1709,2035,4,2017-11-10,2017-12-01
1709,12948,4,2017-11-10,2017-12-01
1972,14077,4,2017-11-10,2017-12-01
2702,14077,4,2017-11-10,2017-12-01
2702,12947,4,2017-11-10,2017-12-01
2702,14018,4,2017-11-10,2017-12-01
12981,14077,4,2017-11-10,2017-12-01
12840,12906,4,2017-11-10,2017-12-01
6437,6864,4,2017-11-10,2017-12-01
2702,12906,4,2017-11-10,2017-12-01
2035,14077,4,2017-11-10,2017-12-01
1181,14018,4,2017-11-10,2017-12-01
11513,14077,4,2017-11-10,2017-12-01
12947,14091,4,2017-11-10,2017-12-01
2035,2702,4,2017-11-10,2017-12-01
1709,1972,4,2017-11-10,2017-12-01
6437,14011,4,2017-11-10,2017-12-01
12840,12948,4,2017-11-10,2017-12-01
12840,14077,4,2017-11-10,2017-12-01
6437,14077,4,2017-11-10,2017-12-01
6864,12948,4,2017-11-10,2017-12-01
2702,12840,4,2017-11-10,2017-12-01
1972,12981,4,2017-11-10,2017-12-01
6864,11513,4,2017-11-10,2017-12-01
2702,14011,4,2017-11-10,2017-12-01
1181,2702,4,2017-11-10,2017-12-01
12840,14091,4,2017-11-10,2017-12-01
11513,14011,4,2017-11-10,2017-12-01
12906,14018,4,2017-11-10,2017-12-01
1181,6864,4,2017-11-10,2017-12-01
2702,12948,4,2017-11-10,2017-12-01
2035,14060,4,2017-11-10,2017-12-01
11513,14091,4,2017-11-10,2017-12-01
1972,14011,4,2017-11-10,2017-12-01
6437,12840,4,2017-11-10,2017-12-01
12906,14060,4,2017-11-10,2017-12-01
