Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
3956,4529,4,2017-07-23,2017-08-23
12153,12168,4,2017-07-23,2017-08-27
3677,11957,5,2017-07-23,2017-08-30
2185,11275,5,2017-07-23,2017-08-30
3677,4707,5,2017-07-23,2017-08-30
1464,4749,5,2017-07-23,2017-08-30
4514,7507,5,2017-07-23,2017-08-30
11275,11917,5,2017-07-23,2017-08-30
1218,7507,5,2017-07-23,2017-08-30
1218,11957,5,2017-07-23,2017-08-30
7507,9441,5,2017-07-23,2017-08-30
3677,11917,5,2017-07-23,2017-08-30
10975,11957,5,2017-07-23,2017-08-30
4514,11957,5,2017-07-23,2017-08-30
4514,11275,5,2017-07-23,2017-08-30
3677,9441,5,2017-07-23,2017-08-30
11275,11957,5,2017-07-23,2017-08-30
1464,11957,5,2017-07-23,2017-08-30
4749,7507,5,2017-07-23,2017-08-30
4707,11275,5,2017-07-23,2017-08-30
7507,11917,5,2017-07-23,2017-08-30
8595,11275,5,2017-07-23,2017-08-30
4707,7507,5,2017-07-23,2017-08-30
1218,11275,5,2017-07-23,2017-08-30
4749,11917,5,2017-07-23,2017-08-30
9063,11957,5,2017-07-23,2017-08-30
8595,11957,5,2017-07-23,2017-08-30
1218,3677,5,2017-07-23,2017-08-30
3677,8595,5,2017-07-23,2017-08-30
4749,9063,5,2017-07-23,2017-08-30
7507,8595,5,2017-07-23,2017-08-30
2185,7507,5,2017-07-23,2017-08-30
9441,11275,5,2017-07-23,2017-08-30
2185,11957,5,2017-07-23,2017-08-30
4707,11957,5,2017-07-23,2017-08-30
2185,3677,5,2017-07-23,2017-08-30
3677,4514,5,2017-07-23,2017-08-30
4749,11957,5,2017-07-23,2017-08-30
12105,12135,5,2017-07-23,2017-08-31
2718,8919,4,2017-07-23,2017-09-01
8919,10010,4,2017-07-23,2017-09-01
12111,12185,4,2017-07-23,2017-09-01
12171,12185,4,2017-07-23,2017-09-01
5380,8919,4,2017-07-23,2017-09-01
2718,10010,4,2017-07-23,2017-09-01
12111,12171,4,2017-07-23,2017-09-01
2718,5380,4,2017-07-23,2017-09-01
9063,9441,6,2017-07-23,2017-09-03
2185,11917,6,2017-07-23,2017-09-03
4514,10975,6,2017-07-23,2017-09-03
8595,10975,6,2017-07-23,2017-09-03
4707,11917,6,2017-07-23,2017-09-03
1218,9063,6,2017-07-23,2017-09-03
4514,9063,6,2017-07-23,2017-09-03
9063,11917,6,2017-07-23,2017-09-03
1218,11917,6,2017-07-23,2017-09-03
2185,9063,6,2017-07-23,2017-09-03
4514,11917,6,2017-07-23,2017-09-03
1218,1464,6,2017-07-23,2017-09-03
8595,9063,6,2017-07-23,2017-09-03
4707,9063,6,2017-07-23,2017-09-03
1464,4707,6,2017-07-23,2017-09-03
10975,11917,6,2017-07-23,2017-09-03
1218,10975,6,2017-07-23,2017-09-03
1464,8595,6,2017-07-23,2017-09-03
1464,4514,6,2017-07-23,2017-09-03
9441,10975,6,2017-07-23,2017-09-03
1464,2185,6,2017-07-23,2017-09-03
8595,11917,6,2017-07-23,2017-09-03
942,1164,5,2017-07-23,2017-09-06
4707,10975,7,2017-07-23,2017-09-09
12160,12190,5,2017-07-23,2017-09-11
2196,5416,4,2017-07-23,2017-09-12
269,8475,4,2017-07-23,2017-09-12
4235,8475,4,2017-07-23,2017-09-12
2196,5850,4,2017-07-23,2017-09-12
2196,6783,4,2017-07-23,2017-09-12
8475,11972,4,2017-07-23,2017-09-12
269,6783,4,2017-07-23,2017-09-12
8475,9383,4,2017-07-23,2017-09-12
5416,6783,4,2017-07-23,2017-09-12
5416,8475,4,2017-07-23,2017-09-12
2196,9383,4,2017-07-23,2017-09-12
2196,11972,4,2017-07-23,2017-09-12
5850,11972,4,2017-07-23,2017-09-12
269,2196,4,2017-07-23,2017-09-12
5850,9383,4,2017-07-23,2017-09-12
2196,8475,4,2017-07-23,2017-09-12
2196,4235,4,2017-07-23,2017-09-12
5055,11923,5,2017-07-23,2017-09-14
8511,11914,5,2017-07-23,2017-09-14
9513,11930,5,2017-07-23,2017-09-14
8511,11965,5,2017-07-23,2017-09-14
5055,11914,5,2017-07-23,2017-09-14
6013,9513,5,2017-07-23,2017-09-14
8445,11939,5,2017-07-23,2017-09-14
1343,11965,5,2017-07-23,2017-09-14
6013,11930,5,2017-07-23,2017-09-14
9513,11914,5,2017-07-23,2017-09-14
5055,11939,5,2017-07-23,2017-09-14
8445,9513,5,2017-07-23,2017-09-14
6013,8511,5,2017-07-23,2017-09-14
5055,8040,5,2017-07-23,2017-09-14
8445,11965,5,2017-07-23,2017-09-14
