Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
5709,5720,4,2017-02-24,2017-03-20
5744,5762,4,2017-02-24,2017-03-20
5762,5763,4,2017-02-24,2017-03-20
5712,5715,4,2017-02-24,2017-03-20
5709,5763,4,2017-02-24,2017-03-20
5714,5762,4,2017-02-24,2017-03-20
5715,5789,4,2017-02-24,2017-03-20
5714,5789,4,2017-02-24,2017-03-20
5712,5762,4,2017-02-24,2017-03-20
5709,5712,4,2017-02-24,2017-03-20
5709,5714,4,2017-02-24,2017-03-20
5763,5789,4,2017-02-24,2017-03-20
5714,5744,4,2017-02-24,2017-03-20
5762,5789,4,2017-02-24,2017-03-20
5712,5789,4,2017-02-24,2017-03-20
5714,5715,4,2017-02-24,2017-03-20
5715,5744,4,2017-02-24,2017-03-20
5706,5762,4,2017-02-24,2017-03-20
5714,5720,4,2017-02-24,2017-03-20
5715,5763,4,2017-02-24,2017-03-20
5715,5720,4,2017-02-24,2017-03-20
5712,5744,4,2017-02-24,2017-03-20
5706,5712,4,2017-02-24,2017-03-20
5706,5714,4,2017-02-24,2017-03-20
5712,5798,4,2017-02-24,2017-03-20
5709,5798,4,2017-02-24,2017-03-20
5720,5763,4,2017-02-24,2017-03-20
5712,5714,4,2017-02-24,2017-03-20
5762,5798,4,2017-02-24,2017-03-20
5715,5798,4,2017-02-24,2017-03-20
5706,5715,4,2017-02-24,2017-03-20
5714,5798,4,2017-02-24,2017-03-20
5709,5789,4,2017-02-24,2017-03-20
5744,5763,4,2017-02-24,2017-03-20
5714,5763,4,2017-02-24,2017-03-20
5706,5709,4,2017-02-24,2017-03-20
5712,5720,4,2017-02-24,2017-03-20
5720,5762,4,2017-02-24,2017-03-20
5763,5798,4,2017-02-24,2017-03-20
5706,5763,4,2017-02-24,2017-03-20
5709,5744,4,2017-02-24,2017-03-20
5765,5786,4,2017-02-24,2017-03-23
5732,5768,4,2017-02-24,2017-03-23
5734,5786,4,2017-02-24,2017-03-23
5765,5771,4,2017-02-24,2017-03-23
5765,5768,4,2017-02-24,2017-03-23
5771,5791,4,2017-02-24,2017-03-23
5730,5791,4,2017-02-24,2017-03-23
5768,5791,4,2017-02-24,2017-03-23
5730,5799,4,2017-02-24,2017-03-23
5704,5791,4,2017-02-24,2017-03-23
5704,5730,4,2017-02-24,2017-03-23
5765,5799,4,2017-02-24,2017-03-23
5704,5734,4,2017-02-24,2017-03-23
5771,5786,4,2017-02-24,2017-03-23
5730,5786,4,2017-02-24,2017-03-23
5732,5786,4,2017-02-24,2017-03-23
5732,5791,4,2017-02-24,2017-03-23
5730,5732,4,2017-02-24,2017-03-23
5768,5786,4,2017-02-24,2017-03-23
5732,5734,4,2017-02-24,2017-03-23
5734,5765,4,2017-02-24,2017-03-23
5704,5765,4,2017-02-24,2017-03-23
5732,5765,4,2017-02-24,2017-03-23
5730,5734,4,2017-02-24,2017-03-23
5786,5791,4,2017-02-24,2017-03-23
5704,5799,4,2017-02-24,2017-03-23
5732,5771,4,2017-02-24,2017-03-23
5734,5791,4,2017-02-24,2017-03-23
5786,5799,4,2017-02-24,2017-03-23
5791,5799,4,2017-02-24,2017-03-23
5730,5765,4,2017-02-24,2017-03-23
5704,5771,4,2017-02-24,2017-03-23
5704,5768,4,2017-02-24,2017-03-23
5730,5768,4,2017-02-24,2017-03-23
5765,5791,4,2017-02-24,2017-03-23
5704,5786,4,2017-02-24,2017-03-23
5732,5799,4,2017-02-24,2017-03-23
5706,5779,4,2017-02-24,2017-03-24
