Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
7571,12380,4,2017-09-01,2017-12-06
4793,12380,5,2017-09-01,2017-12-09
10869,11765,4,2017-09-01,2017-12-09
2693,8552,4,2017-09-01,2017-12-10
2588,8552,6,2017-09-01,2017-12-10
5201,12335,5,2017-09-01,2017-12-14
8180,12335,6,2017-09-01,2017-12-14
5201,8180,5,2017-09-01,2017-12-14
5201,12323,7,2017-09-01,2017-12-14
4190,6585,4,2017-09-01,2017-12-15
6585,8597,4,2017-09-01,2017-12-15
4190,8597,4,2017-09-01,2017-12-15
6258,7064,7,2017-09-01,2017-12-17
9101,10467,4,2017-09-01,2017-12-18
6733,10467,4,2017-09-01,2017-12-18
5571,9746,4,2017-09-01,2017-12-18
5571,7398,4,2017-09-01,2017-12-18
5101,9101,6,2017-09-01,2017-12-18
6733,9101,8,2017-09-01,2017-12-18
1703,5530,5,2017-09-01,2017-12-21
5101,6733,7,2017-09-01,2017-12-25
4793,10910,4,2017-09-01,2017-12-26
7724,11422,6,2017-09-01,2017-12-28
10288,11557,4,2017-09-01,2017-12-29
1563,5931,4,2017-09-02,2017-09-11
5931,9862,4,2017-09-02,2017-09-11
5931,6591,4,2017-09-02,2017-09-11
5931,10478,4,2017-09-02,2017-09-11
5931,9600,4,2017-09-02,2017-09-11
5931,11171,4,2017-09-02,2017-09-11
435,5931,4,2017-09-02,2017-09-11
859,5931,4,2017-09-02,2017-09-11
5931,7832,4,2017-09-02,2017-09-11
5931,10130,4,2017-09-02,2017-09-11
5747,5931,4,2017-09-02,2017-09-11
1555,8365,4,2017-09-02,2017-09-19
1115,10141,4,2017-09-02,2017-09-19
1115,8365,4,2017-09-02,2017-09-19
3332,8365,4,2017-09-02,2017-09-19
8365,10141,4,2017-09-02,2017-09-19
1555,10141,4,2017-09-02,2017-09-19
1352,10141,4,2017-09-02,2017-09-19
3332,10141,4,2017-09-02,2017-09-19
8365,9294,4,2017-09-02,2017-09-19
9294,10141,4,2017-09-02,2017-09-19
1352,8365,4,2017-09-02,2017-09-19
1822,10569,4,2017-09-02,2017-09-28
1822,12358,6,2017-09-02,2017-10-17
5009,5931,5,2017-09-02,2017-10-27
3129,9062,4,2017-09-02,2017-11-22
264,8365,4,2017-09-02,2017-12-06
1555,1822,4,2017-09-02,2017-12-21
7955,11649,4,2017-09-03,2017-09-19
5436,9954,4,2017-09-03,2017-09-19
5436,11649,4,2017-09-03,2017-09-19
5714,7955,4,2017-09-03,2017-09-19
5436,5714,4,2017-09-03,2017-09-19
7955,9954,4,2017-09-03,2017-09-19
5714,11649,4,2017-09-03,2017-09-19
5436,7955,4,2017-09-03,2017-09-19
5436,11687,4,2017-09-03,2017-09-19
5714,9954,4,2017-09-03,2017-09-19
7955,11687,4,2017-09-03,2017-09-19
1333,3307,4,2017-09-03,2017-09-28
9441,11272,4,2017-09-03,2017-10-12
5714,11687,6,2017-09-03,2017-11-19
1288,9992,4,2017-09-03,2017-11-24
1288,8427,4,2017-09-03,2017-11-24
1030,1288,4,2017-09-03,2017-11-24
8427,10713,4,2017-09-03,2017-11-24
9992,10713,4,2017-09-03,2017-11-24
1288,10713,4,2017-09-03,2017-11-24
1030,10713,4,2017-09-03,2017-11-24
1029,1333,5,2017-09-03,2017-11-26
1333,6357,4,2017-09-03,2017-11-26
2841,6261,5,2017-09-03,2017-12-01
2841,6084,5,2017-09-03,2017-12-01
1029,6357,4,2017-09-03,2017-12-12
859,9252,4,2017-09-04,2017-09-16
7832,9252,4,2017-09-04,2017-09-16
435,4827,4,2017-09-04,2017-09-16
435,11225,4,2017-09-04,2017-09-16
435,9252,4,2017-09-04,2017-09-16
9252,10478,4,2017-09-04,2017-09-16
4827,7832,4,2017-09-04,2017-09-16
7832,11225,4,2017-09-04,2017-09-16
10478,11225,4,2017-09-04,2017-09-16
4827,10478,4,2017-09-04,2017-09-16
859,4827,4,2017-09-04,2017-09-16
859,11225,4,2017-09-04,2017-09-16
1563,4917,4,2017-09-04,2017-09-21
1563,8871,4,2017-09-04,2017-09-21
9600,10022,4,2017-09-04,2017-09-21
1563,10022,4,2017-09-04,2017-09-21
4917,9862,4,2017-09-04,2017-09-21
4917,9600,4,2017-09-04,2017-09-21
4816,9862,4,2017-09-04,2017-09-21
1563,4816,4,2017-09-04,2017-09-21
9862,10022,4,2017-09-04,2017-09-21
8871,9862,4,2017-09-04,2017-09-21
932,7220,4,2017-09-04,2017-10-01
5253,8674,4,2017-09-04,2017-10-01
7220,10149,4,2017-09-04,2017-10-01
932,5253,4,2017-09-04,2017-10-01
7220,11808,4,2017-09-04,2017-10-01
7975,11808,4,2017-09-04,2017-10-01
7975,10149,4,2017-09-04,2017-10-01
5253,10149,4,2017-09-04,2017-10-01
7975,8674,4,2017-09-04,2017-10-01
5253,10596,4,2017-09-04,2017-10-01
7220,10596,4,2017-09-04,2017-10-01
3798,5253,4,2017-09-04,2017-10-01
5253,11808,4,2017-09-04,2017-10-01
3798,7220,4,2017-09-04,2017-10-01
932,7975,4,2017-09-04,2017-10-01
7975,10596,4,2017-09-04,2017-10-01
3798,7975,4,2017-09-04,2017-10-01
4816,9600,5,2017-09-04,2017-10-02
8871,9600,5,2017-09-04,2017-10-02
771,10308,4,2017-09-04,2017-10-03
12358,12512,4,2017-09-04,2017-10-06
1822,10024,4,2017-09-04,2017-10-06
1822,6947,4,2017-09-04,2017-10-06
1822,12512,4,2017-09-04,2017-10-06
6947,12358,4,2017-09-04,2017-10-06
10024,12358,4,2017-09-04,2017-10-06
12604,12648,5,2017-09-04,2017-10-12
3332,8466,4,2017-09-04,2017-10-15
1115,12515,4,2017-09-04,2017-10-15
9294,12515,4,2017-09-04,2017-10-15
1115,8466,4,2017-09-04,2017-10-15
3332,12515,4,2017-09-04,2017-10-15
8466,9294,4,2017-09-04,2017-10-15
12633,12667,5,2017-09-04,2017-10-16
12634,12667,5,2017-09-04,2017-10-16
12633,12634,5,2017-09-04,2017-10-16
12358,12520,5,2017-09-04,2017-10-17
1822,12520,5,2017-09-04,2017-10-17
3309,10015,4,2017-09-04,2017-10-20
3896,4718,5,2017-09-04,2017-10-20
8539,10015,4,2017-09-04,2017-10-20
8358,10141,4,2017-09-04,2017-10-21
6902,10141,4,2017-09-04,2017-10-21
12614,12641,4,2017-09-04,2017-10-22
12617,12657,4,2017-09-04,2017-10-22
12617,12641,4,2017-09-04,2017-10-22
12614,12657,4,2017-09-04,2017-10-22
12641,12657,4,2017-09-04,2017-10-22
8684,11896,4,2017-09-04,2017-10-23
4335,9252,5,2017-09-04,2017-10-27
12628,12688,4,2017-09-04,2017-10-27
920,7579,4,2017-09-04,2017-11-06
12653,12687,6,2017-09-04,2017-11-06
9476,12514,4,2017-09-04,2017-11-06
12614,12617,5,2017-09-04,2017-11-06
4683,7579,4,2017-09-04,2017-11-06
8167,9476,4,2017-09-04,2017-11-06
8167,12514,4,2017-09-04,2017-11-06
4746,12514,4,2017-09-04,2017-11-06
920,4683,4,2017-09-04,2017-11-06
7220,8674,6,2017-09-04,2017-11-08
2964,11171,4,2017-09-04,2017-11-10
8810,11171,4,2017-09-04,2017-11-10
10685,11034,5,2017-09-04,2017-11-12
4822,11366,4,2017-09-04,2017-11-15
11123,11366,4,2017-09-04,2017-11-15
10991,11366,4,2017-09-04,2017-11-15
12615,12695,4,2017-09-04,2017-11-20
12615,12697,4,2017-09-04,2017-11-20
11335,12542,4,2017-09-04,2017-11-21
4746,8167,7,2017-09-04,2017-11-21
1074,3410,4,2017-09-04,2017-11-23
6591,8810,8,2017-09-04,2017-11-27
2964,6591,8,2017-09-04,2017-11-27
10991,11123,5,2017-09-04,2017-11-28
4822,10991,5,2017-09-04,2017-11-28
1466,11047,5,2017-09-04,2017-11-29
11047,11307,5,2017-09-04,2017-11-29
12695,12697,5,2017-09-04,2017-12-02
4822,11123,6,2017-09-04,2017-12-05
8039,11303,5,2017-09-04,2017-12-05
8365,11280,4,2017-09-04,2017-12-06
1466,11307,7,2017-09-04,2017-12-13
4713,9062,4,2017-09-04,2017-12-15
7336,8826,4,2017-09-04,2017-12-16
3413,4395,4,2017-09-04,2017-12-18
3410,12371,6,2017-09-04,2017-12-24
264,11280,5,2017-09-04,2017-12-26
264,7445,4,2017-09-04,2017-12-26
33,5073,4,2017-09-05,2017-09-19
3486,5073,4,2017-09-05,2017-09-19
5073,12051,4,2017-09-05,2017-09-19
3071,7043,4,2017-09-05,2017-09-26
10757,12050,4,2017-09-05,2017-09-26
6006,7043,4,2017-09-05,2017-09-26
3071,12428,4,2017-09-05,2017-09-26
4147,12050,4,2017-09-05,2017-09-26
3071,12050,4,2017-09-05,2017-09-26
3071,6006,4,2017-09-05,2017-09-26
2702,4147,4,2017-09-05,2017-09-26
1982,3071,4,2017-09-05,2017-09-26
4147,7043,4,2017-09-05,2017-09-26
12050,12428,4,2017-09-05,2017-09-26
4147,12428,4,2017-09-05,2017-09-26
7043,10757,4,2017-09-05,2017-09-26
517,7043,4,2017-09-05,2017-09-26
1982,12428,4,2017-09-05,2017-09-26
2702,3071,4,2017-09-05,2017-09-26
3071,6121,4,2017-09-05,2017-09-26
517,6121,4,2017-09-05,2017-09-26
6121,7043,4,2017-09-05,2017-09-26
1982,6121,4,2017-09-05,2017-09-26
517,12050,4,2017-09-05,2017-09-26
3071,10757,4,2017-09-05,2017-09-26
2702,7043,4,2017-09-05,2017-09-26
517,12428,4,2017-09-05,2017-09-26
6006,10757,4,2017-09-05,2017-09-26
6121,10757,4,2017-09-05,2017-09-26
6121,12050,4,2017-09-05,2017-09-26
6006,12050,4,2017-09-05,2017-09-26
7043,12428,4,2017-09-05,2017-09-26
4147,6006,4,2017-09-05,2017-09-26
10757,12428,4,2017-09-05,2017-09-26
2702,12050,4,2017-09-05,2017-09-26
517,3071,4,2017-09-05,2017-09-26
517,6006,4,2017-09-05,2017-09-26
4147,6121,4,2017-09-05,2017-09-26
1982,6006,4,2017-09-05,2017-09-26
