Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
917,3193,5,2017-04-10,2017-05-01
1025,3193,5,2017-04-10,2017-05-01
917,1025,5,2017-04-10,2017-05-01
772,966,4,2017-04-10,2017-05-02
1028,7110,5,2017-04-10,2017-05-09
6572,7550,5,2017-04-10,2017-05-09
1028,6580,5,2017-04-10,2017-05-09
6580,7550,5,2017-04-10,2017-05-09
6572,7110,5,2017-04-10,2017-05-09
1028,6572,5,2017-04-10,2017-05-09
1028,7550,5,2017-04-10,2017-05-09
6580,7110,5,2017-04-10,2017-05-09
368,2910,4,2017-04-10,2017-05-10
816,2031,4,2017-04-10,2017-05-10
816,2910,4,2017-04-10,2017-05-10
2031,2515,4,2017-04-10,2017-05-10
2031,2910,4,2017-04-10,2017-05-10
816,3760,4,2017-04-10,2017-05-10
866,3760,4,2017-04-10,2017-05-10
3414,3760,4,2017-04-10,2017-05-10
2910,3414,4,2017-04-10,2017-05-10
866,2910,4,2017-04-10,2017-05-10
816,2515,4,2017-04-10,2017-05-10
866,3414,4,2017-04-10,2017-05-10
2758,2910,4,2017-04-10,2017-05-10
368,3760,4,2017-04-10,2017-05-10
2031,3760,4,2017-04-10,2017-05-10
368,816,4,2017-04-10,2017-05-10
2515,2758,4,2017-04-10,2017-05-10
2515,2910,4,2017-04-10,2017-05-10
866,2031,4,2017-04-10,2017-05-10
866,2758,4,2017-04-10,2017-05-10
368,866,4,2017-04-10,2017-05-10
816,3414,4,2017-04-10,2017-05-10
866,2515,4,2017-04-10,2017-05-10
816,2758,4,2017-04-10,2017-05-10
813,6503,4,2017-04-10,2017-05-11
3016,4734,4,2017-04-10,2017-05-11
3016,6503,4,2017-04-10,2017-05-11
813,4734,4,2017-04-10,2017-05-11
3279,5489,4,2017-04-10,2017-05-12
2213,3279,4,2017-04-10,2017-05-12
898,5489,4,2017-04-10,2017-05-12
898,3279,4,2017-04-10,2017-05-12
802,3762,5,2017-04-10,2017-05-13
188,7193,4,2017-04-10,2017-05-14
6380,7193,4,2017-04-10,2017-05-14
877,3762,4,2017-04-10,2017-05-14
368,2031,5,2017-04-10,2017-05-15
368,2758,5,2017-04-10,2017-05-15
2031,3414,5,2017-04-10,2017-05-15
2758,3414,5,2017-04-10,2017-05-15
3242,6503,5,2017-04-10,2017-05-15
2031,2758,5,2017-04-10,2017-05-15
1504,3279,4,2017-04-10,2017-05-15
875,3745,4,2017-04-10,2017-05-17
826,3796,4,2017-04-10,2017-05-20
809,3413,4,2017-04-10,2017-05-20
3413,6416,4,2017-04-10,2017-05-20
821,3796,4,2017-04-10,2017-05-20
3413,3796,4,2017-04-10,2017-05-20
3796,6416,4,2017-04-10,2017-05-20
873,3796,4,2017-04-10,2017-05-20
826,3741,4,2017-04-10,2017-05-20
2916,3796,4,2017-04-10,2017-05-20
873,3413,4,2017-04-10,2017-05-20
821,3413,4,2017-04-10,2017-05-20
3413,3741,4,2017-04-10,2017-05-20
826,6416,4,2017-04-10,2017-05-20
2916,3413,4,2017-04-10,2017-05-20
826,2916,4,2017-04-10,2017-05-20
809,3796,4,2017-04-10,2017-05-20
3302,6570,4,2017-04-10,2017-05-22
3242,4734,6,2017-04-10,2017-05-22
618,6570,4,2017-04-10,2017-05-22
833,6570,4,2017-04-10,2017-05-22
618,2712,4,2017-04-10,2017-05-22
674,772,4,2017-04-10,2017-05-22
2712,6570,4,2017-04-10,2017-05-22
3758,3962,4,2017-04-10,2017-05-23
821,917,4,2017-04-10,2017-05-23
833,2712,5,2017-04-10,2017-05-23
3744,3962,4,2017-04-10,2017-05-23
809,6416,5,2017-04-10,2017-05-23
821,3741,5,2017-04-10,2017-05-23
821,6416,5,2017-04-10,2017-05-23
917,6416,4,2017-04-10,2017-05-23
873,6416,5,2017-04-10,2017-05-23
873,2916,5,2017-04-10,2017-05-23
821,2916,5,2017-04-10,2017-05-23
873,3741,5,2017-04-10,2017-05-23
2916,3741,5,2017-04-10,2017-05-23
809,2916,5,2017-04-10,2017-05-23
2712,3302,5,2017-04-10,2017-05-23
3741,6416,5,2017-04-10,2017-05-23
3486,3962,4,2017-04-10,2017-05-23
809,917,4,2017-04-10,2017-05-23
917,3741,4,2017-04-10,2017-05-23
3486,3744,4,2017-04-10,2017-05-23
809,3741,5,2017-04-10,2017-05-23
5497,7528,4,2017-04-10,2017-05-25
2239,6501,4,2017-04-10,2017-05-27
4360,6556,4,2017-04-10,2017-05-27
6556,7167,4,2017-04-10,2017-05-27
2239,4360,4,2017-04-10,2017-05-27
3589,6501,4,2017-04-10,2017-05-27
4360,7167,4,2017-04-10,2017-05-27
2239,6556,4,2017-04-10,2017-05-27
3589,6556,4,2017-04-10,2017-05-27
3589,7167,4,2017-04-10,2017-05-27
6501,7167,4,2017-04-10,2017-05-27
4360,6501,4,2017-04-10,2017-05-27
826,5497,4,2017-04-10,2017-05-29
809,3744,4,2017-04-10,2017-05-29
826,1914,4,2017-04-10,2017-05-29
826,3122,4,2017-04-10,2017-05-29
1914,3122,4,2017-04-10,2017-05-29
852,3193,4,2017-04-10,2017-05-29
846,3311,4,2017-04-10,2017-05-29
281,3760,4,2017-04-10,2017-05-30
2515,3760,6,2017-04-10,2017-05-30
281,898,4,2017-04-10,2017-06-05
898,2213,5,2017-04-10,2017-06-05
281,2213,4,2017-04-10,2017-06-05
2910,3760,5,2017-04-10,2017-06-06
966,1023,6,2017-04-10,2017-06-06
782,6530,4,2017-04-10,2017-06-08
2067,7160,4,2017-04-10,2017-06-08
803,4020,5,2017-04-10,2017-06-08
920,4020,5,2017-04-10,2017-06-08
662,803,5,2017-04-10,2017-06-08
662,3759,5,2017-04-10,2017-06-08
782,2067,4,2017-04-10,2017-06-08
662,4020,5,2017-04-10,2017-06-08
6530,7160,4,2017-04-10,2017-06-08
3759,4020,5,2017-04-10,2017-06-08
803,920,5,2017-04-10,2017-06-08
782,6328,4,2017-04-10,2017-06-08
920,3759,5,2017-04-10,2017-06-08
2067,6328,4,2017-04-10,2017-06-08
6328,7160,4,2017-04-10,2017-06-08
2067,6530,4,2017-04-10,2017-06-08
873,917,5,2017-04-10,2017-06-11
3253,3356,4,2017-04-10,2017-06-11
3253,7505,4,2017-04-10,2017-06-11
170,3303,4,2017-04-10,2017-06-11
3356,6580,4,2017-04-10,2017-06-12
6580,7505,4,2017-04-10,2017-06-12
3436,7545,4,2017-04-10,2017-06-14
281,3741,5,2017-04-10,2017-06-24
966,1001,4,2017-04-10,2017-06-24
3356,7505,9,2017-04-10,2017-06-24
1423,6515,4,2017-04-10,2017-06-25
1451,6515,4,2017-04-10,2017-06-25
1403,6515,4,2017-04-10,2017-06-25
857,2216,5,2017-04-10,2017-06-25
2387,6515,4,2017-04-10,2017-06-25
