Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
7008,7327,5,2017-07-11,2017-10-27
7008,8732,5,2017-07-11,2017-10-27
9050,11717,4,2017-07-11,2017-11-01
8956,11717,4,2017-07-11,2017-11-01
8020,11521,5,2017-07-11,2017-11-06
7968,10384,4,2017-07-11,2017-11-14
272,7968,4,2017-07-11,2017-11-14
272,1928,4,2017-07-11,2017-11-14
272,10384,4,2017-07-11,2017-11-14
5769,11559,4,2017-07-11,2017-11-14
1928,7968,4,2017-07-11,2017-11-14
1928,10384,5,2017-07-11,2017-11-15
6719,11579,4,2017-07-11,2017-11-15
7581,10597,4,2017-07-11,2017-11-16
2379,11496,4,2017-07-11,2017-11-19
2713,9864,5,2017-07-11,2017-11-19
9864,9956,5,2017-07-11,2017-11-19
6445,10962,5,2017-07-11,2017-11-21
545,10962,5,2017-07-11,2017-11-21
545,6445,5,2017-07-11,2017-11-21
2563,11750,4,2017-07-11,2017-11-22
9171,9653,7,2017-07-11,2017-12-02
7327,7995,5,2017-07-11,2017-12-02
7995,9171,7,2017-07-11,2017-12-02
7995,9653,7,2017-07-11,2017-12-02
7327,9653,7,2017-07-11,2017-12-02
7327,9171,5,2017-07-11,2017-12-02
9661,11742,4,2017-07-11,2017-12-05
8664,11521,4,2017-07-11,2017-12-05
4110,10938,4,2017-07-11,2017-12-10
3955,4110,4,2017-07-11,2017-12-10
3955,10938,7,2017-07-11,2017-12-10
9688,11730,4,2017-07-11,2017-12-12
8704,11730,5,2017-07-11,2017-12-12
9532,11767,4,2017-07-11,2017-12-16
3875,8704,4,2017-07-11,2017-12-16
2957,7937,5,2017-07-11,2017-12-19
8732,9871,4,2017-07-11,2017-12-20
3744,10910,4,2017-07-11,2017-12-26
11926,11958,4,2017-07-12,2017-07-21
11958,11969,4,2017-07-12,2017-07-21
11964,11969,4,2017-07-12,2017-07-21
11926,11969,4,2017-07-12,2017-07-21
11946,11969,4,2017-07-12,2017-07-21
11926,11946,4,2017-07-12,2017-07-21
11926,11964,4,2017-07-12,2017-07-21
2100,8290,4,2017-07-12,2017-07-23
1097,9258,4,2017-07-12,2017-07-23
167,3416,4,2017-07-12,2017-07-23
1097,9376,4,2017-07-12,2017-07-23
2100,3416,4,2017-07-12,2017-07-23
8299,10350,4,2017-07-12,2017-07-23
1097,10819,4,2017-07-12,2017-07-23
3880,9376,4,2017-07-12,2017-07-23
4632,10900,4,2017-07-12,2017-07-23
2100,9376,4,2017-07-12,2017-07-23
167,8290,4,2017-07-12,2017-07-23
7919,10833,4,2017-07-12,2017-07-23
3416,3589,4,2017-07-12,2017-07-23
3589,4632,4,2017-07-12,2017-07-23
9376,10900,4,2017-07-12,2017-07-23
3367,9258,4,2017-07-12,2017-07-23
3880,8290,4,2017-07-12,2017-07-23
3367,10350,4,2017-07-12,2017-07-23
