Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
2842,4230,4,2017-02-24,2017-04-13
5738,5775,6,2017-02-24,2017-04-13
5705,5733,7,2017-02-24,2017-04-13
5738,5792,6,2017-02-24,2017-04-13
5705,5719,6,2017-02-24,2017-04-13
2842,4226,4,2017-02-24,2017-04-13
3173,4209,5,2017-02-24,2017-04-14
3173,5100,5,2017-02-24,2017-04-14
5702,5731,5,2017-02-24,2017-04-15
5768,5779,4,2017-02-24,2017-04-15
5702,5746,5,2017-02-24,2017-04-15
5774,5799,4,2017-02-24,2017-04-15
5767,5796,5,2017-02-24,2017-04-15
5707,5800,6,2017-02-24,2017-04-15
5702,5789,5,2017-02-24,2017-04-15
5716,5799,5,2017-02-24,2017-04-15
5731,5796,4,2017-02-24,2017-04-15
5774,5789,5,2017-02-24,2017-04-15
5768,5789,5,2017-02-24,2017-04-15
5716,5746,4,2017-02-24,2017-04-15
5731,5746,5,2017-02-24,2017-04-15
5737,5746,5,2017-02-24,2017-04-15
5743,5746,5,2017-02-24,2017-04-15
5789,5796,4,2017-02-24,2017-04-15
5716,5768,5,2017-02-24,2017-04-15
5716,5774,4,2017-02-24,2017-04-15
5737,5779,5,2017-02-24,2017-04-15
4215,5086,4,2017-02-24,2017-04-15
5774,5796,4,2017-02-24,2017-04-15
5768,5799,6,2017-02-24,2017-04-15
5743,5799,4,2017-02-24,2017-04-15
5731,5774,5,2017-02-24,2017-04-15
5746,5799,4,2017-02-24,2017-04-15
5716,5796,5,2017-02-24,2017-04-15
5702,5743,5,2017-02-24,2017-04-15
5767,5799,5,2017-02-24,2017-04-15
5731,5737,5,2017-02-24,2017-04-15
5768,5774,4,2017-02-24,2017-04-15
5746,5789,5,2017-02-24,2017-04-15
5737,5767,4,2017-02-24,2017-04-15
5737,5799,4,2017-02-24,2017-04-15
5779,5796,4,2017-02-24,2017-04-15
5743,5796,4,2017-02-24,2017-04-15
5767,5774,4,2017-02-24,2017-04-15
5743,5768,4,2017-02-24,2017-04-15
4215,5060,4,2017-02-24,2017-04-15
5702,5737,5,2017-02-24,2017-04-15
5767,5768,5,2017-02-24,2017-04-15
5774,5779,5,2017-02-24,2017-04-15
5779,5799,4,2017-02-24,2017-04-15
5768,5796,5,2017-02-24,2017-04-15
5702,5716,4,2017-02-24,2017-04-15
5746,5767,4,2017-02-24,2017-04-15
5743,5774,5,2017-02-24,2017-04-15
5746,5796,4,2017-02-24,2017-04-15
5789,5799,5,2017-02-24,2017-04-15
5737,5768,4,2017-02-24,2017-04-15
5702,5768,4,2017-02-24,2017-04-15
5731,5768,4,2017-02-24,2017-04-15
5746,5774,5,2017-02-24,2017-04-15
5731,5799,4,2017-02-24,2017-04-15
5702,5774,5,2017-02-24,2017-04-15
5737,5743,5,2017-02-24,2017-04-15
5702,5767,4,2017-02-24,2017-04-15
2277,4237,4,2017-02-24,2017-04-16
2277,5098,4,2017-02-24,2017-04-16
1413,5098,4,2017-02-24,2017-04-16
4294,4626,4,2017-02-24,2017-04-16
2277,4282,4,2017-02-24,2017-04-16
4237,4575,4,2017-02-24,2017-04-16
4282,4575,4,2017-02-24,2017-04-16
5019,5390,4,2017-02-24,2017-04-16
4282,5098,4,2017-02-24,2017-04-16
4200,5001,4,2017-02-24,2017-04-16
4575,5001,4,2017-02-24,2017-04-16
2277,5001,4,2017-02-24,2017-04-16
4575,5098,4,2017-02-24,2017-04-16
4200,5019,4,2017-02-24,2017-04-16
4282,5390,4,2017-02-24,2017-04-16
4200,5098,4,2017-02-24,2017-04-16
2277,5019,4,2017-02-24,2017-04-16
1413,5019,4,2017-02-24,2017-04-16
5001,5390,4,2017-02-24,2017-04-16
4237,5098,4,2017-02-24,2017-04-16
4282,5019,4,2017-02-24,2017-04-16
1413,4282,4,2017-02-24,2017-04-16
4237,5001,4,2017-02-24,2017-04-16
4200,4282,4,2017-02-24,2017-04-16
5098,5390,4,2017-02-24,2017-04-16
1413,4237,4,2017-02-24,2017-04-16
4237,5019,4,2017-02-24,2017-04-16
1413,5001,4,2017-02-24,2017-04-16
4282,5001,4,2017-02-24,2017-04-16
1472,4626,4,2017-02-24,2017-04-16
4575,5019,4,2017-02-24,2017-04-16
5775,5792,8,2017-02-24,2017-04-16
4237,5390,4,2017-02-24,2017-04-16
4260,4626,4,2017-02-24,2017-04-16
5716,5789,5,2017-02-24,2017-04-17
1472,4294,5,2017-02-24,2017-04-17
1472,5022,5,2017-02-24,2017-04-17
1472,4260,5,2017-02-24,2017-04-17
4294,5022,5,2017-02-24,2017-04-17
5779,5789,6,2017-02-24,2017-04-17
5743,5789,6,2017-02-24,2017-04-17
5731,5789,6,2017-02-24,2017-04-17
4260,5022,5,2017-02-24,2017-04-17
5767,5789,5,2017-02-24,2017-04-17
5717,5726,6,2017-02-24,2017-04-18
4287,4610,4,2017-02-24,2017-04-20
1677,5027,4,2017-02-24,2017-04-22
5048,5370,5,2017-02-24,2017-04-23
4248,5092,5,2017-02-24,2017-04-23
4248,5048,5,2017-02-24,2017-04-23
4217,5076,5,2017-02-24,2017-04-23
4248,5076,5,2017-02-24,2017-04-23
5076,5310,5,2017-02-24,2017-04-23
4217,5310,5,2017-02-24,2017-04-23
5076,5370,5,2017-02-24,2017-04-23
4223,5092,5,2017-02-24,2017-04-23
4217,5092,5,2017-02-24,2017-04-23
5092,5370,5,2017-02-24,2017-04-23
4217,5370,5,2017-02-24,2017-04-23
4217,5048,5,2017-02-24,2017-04-23
5092,5310,5,2017-02-24,2017-04-23
4223,5076,5,2017-02-24,2017-04-23
4223,5310,5,2017-02-24,2017-04-23
4248,5310,5,2017-02-24,2017-04-23
4223,5048,5,2017-02-24,2017-04-23
5702,5799,5,2017-02-24,2017-04-24
5702,5796,5,2017-02-24,2017-04-24
5796,5799,6,2017-02-24,2017-04-24
5746,5768,5,2017-02-24,2017-04-26
5719,5733,7,2017-02-24,2017-04-28
5737,5774,6,2017-02-24,2017-04-29
4203,5095,6,2017-02-24,2017-04-29
5743,5779,7,2017-02-24,2017-04-30
5731,5779,7,2017-02-24,2017-04-30
5716,5779,6,2017-02-24,2017-04-30
5767,5779,6,2017-02-24,2017-04-30
5716,5767,7,2017-02-24,2017-04-30
5743,5767,6,2017-02-24,2017-04-30
5716,5743,6,2017-02-24,2017-04-30
5731,5767,6,2017-02-24,2017-04-30
5720,5761,8,2017-02-24,2017-05-03
5734,5788,7,2017-02-24,2017-05-03
5720,5788,8,2017-02-24,2017-05-03
5706,5734,8,2017-02-24,2017-05-03
5706,5720,9,2017-02-24,2017-05-03
5706,5744,9,2017-02-24,2017-05-03
5771,5788,7,2017-02-24,2017-05-03
5769,5788,8,2017-02-24,2017-05-03
5720,5769,8,2017-02-24,2017-05-03
5734,5798,8,2017-02-24,2017-05-03
5761,5771,7,2017-02-24,2017-05-03
5706,5724,8,2017-02-24,2017-05-03
5724,5761,8,2017-02-24,2017-05-03
5724,5798,8,2017-02-24,2017-05-03
5769,5798,8,2017-02-24,2017-05-03
5724,5734,7,2017-02-24,2017-05-03
5720,5724,8,2017-02-24,2017-05-03
5720,5771,8,2017-02-24,2017-05-03
5744,5788,8,2017-02-24,2017-05-03
5734,5769,7,2017-02-24,2017-05-03
5706,5771,8,2017-02-24,2017-05-03
5761,5798,8,2017-02-24,2017-05-03
5761,5769,8,2017-02-24,2017-05-03
5734,5761,7,2017-02-24,2017-05-03
5724,5744,8,2017-02-24,2017-05-03
5706,5798,9,2017-02-24,2017-05-03
5724,5771,7,2017-02-24,2017-05-03
5734,5771,9,2017-02-24,2017-05-03
5734,5744,8,2017-02-24,2017-05-03
5706,5769,8,2017-02-24,2017-05-03
5720,5798,9,2017-02-24,2017-05-03
5720,5744,9,2017-02-24,2017-05-03
5720,5734,8,2017-02-24,2017-05-03
5769,5771,7,2017-02-24,2017-05-03
5744,5761,8,2017-02-24,2017-05-03
5724,5769,8,2017-02-24,2017-05-03
5724,5788,8,2017-02-24,2017-05-03
5788,5798,8,2017-02-24,2017-05-03
5750,5757,4,2017-02-24,2017-05-07
5761,5788,9,2017-02-24,2017-05-09
5706,5761,9,2017-02-24,2017-05-09
5706,5800,4,2017-02-24,2017-05-09
5706,5788,9,2017-02-24,2017-05-09
1447,4209,7,2017-02-24,2017-05-10
2550,5100,7,2017-02-24,2017-05-10
1447,5100,7,2017-02-24,2017-05-10
4209,5100,7,2017-02-24,2017-05-10
4209,4441,7,2017-02-24,2017-05-10
2550,4209,7,2017-02-24,2017-05-10
4441,5100,7,2017-02-24,2017-05-10
4215,5095,4,2017-02-24,2017-05-11
1401,4626,5,2017-02-24,2017-05-11
5755,5787,6,2017-02-24,2017-05-12
5777,5795,7,2017-02-24,2017-05-12
5733,5800,5,2017-02-24,2017-05-12
5766,5777,6,2017-02-24,2017-05-12
5711,5777,6,2017-02-24,2017-05-12
5711,5795,6,2017-02-24,2017-05-12
5755,5795,6,2017-02-24,2017-05-12
5711,5787,6,2017-02-24,2017-05-12
5711,5766,7,2017-02-24,2017-05-12
5755,5777,6,2017-02-24,2017-05-12
5777,5787,7,2017-02-24,2017-05-12
5755,5766,7,2017-02-24,2017-05-12
4223,5370,6,2017-02-24,2017-05-14
5738,5742,4,2017-02-24,2017-05-15
3871,4251,4,2017-02-24,2017-05-15
4223,5067,4,2017-02-24,2017-05-15
