Passenger ID,Longest Run
15184,3
12871,4
5277,9
14421,2
1220,9
5062,9
11788,7
11475,2
4164,7
15085,2
14297,2
10608,5
3715,4
9445,10
2354,10
11661,2
544,17
14005,2
907,6
13172,3
31,2
7737,9
2675,8
9775,7
8679,15
12424,5
8464,6
15304,2
2056,2
14378,2
11518,5
1404,13
5319,20
1358,6
13545,5
8893,6
2247,12
5147,7
6457,5
14938,2
11354,7
10129,5
5208,5
1934,4
2948,4
9194,2
9109,2
6746,6
12523,3
6650,4
5949,9
9891,7
6701,11
15084,2
3697,4
12540,7
7752,6
12647,4
6188,8
2411,15
8729,14
11094,6
3488,12
8696,7
12328,8
10964,4
2500,16
6415,9
12861,2
7876,5
12416,1
744,6
13461,3
13570,3
11181,4
7466,2
9486,7
1543,4
12754,4
4802,15
1766,9
8316,11
15241,2
3107,14
13983,3
9495,12
336,5
5902,6
12726,2
6337,3
12512,6
12399,3
6825,12
9505,15
10097,9
4057,6
7456,2
1898,10
6679,2
8448,3
1849,17
7779,7
3652,9
1257,12
11749,6
7348,3
5675,5
15149,3
10536,14
12439,8
4959,4
7331,9
6633,9
2838,2
14636,5
6899,10
10023,12
10558,5
2558,4
13729,4
3970,13
14022,7
2113,5
3415,9
6073,6
12630,4
703,8
8331,5
5628,10
11835,5
11240,2
3829,9
14960,2
5736,8
12262,7
5223,5
12771,7
1141,4
3124,10
2426,9
4133,5
2992,14
1536,9
13421,2
1981,7
10260,4
11967,4
7921,5
15332,3
13585,4
13446,4
11486,3
656,5
12790,4
1802,6
7207,2
10885,4
10531,7
3493,13
1023,18
7515,14
8547,3
9675,7
7919,14
14197,2
7580,10
6803,12
6333,8
8564,3
10293,2
1702,9
9863,6
2379,13
14252,2
5347,9
9500,13
6262,3
613,23
11713,4
15154,4
4624,8
10128,15
6601,2
7342,9
9151,8
14321,2
6318,5
4611,21
11830,6
7461,5
10973,3
4976,3
14755,4
4436,7
14359,2
9851,5
7251,3
6775,3
2543,11
4246,7
5998,10
13299,3
3356,18
5613,13
5240,11
12980,3
11386,5
13605,10
10415,8
7067,6
11054,8
6369,12
9353,9
13724,2
1221,8
11882,4
4488,10
154,11
6526,9
9363,17
12868,7
13481,3
6479,11
1284,5
15208,2
10160,7
10992,6
12811,6
2975,21
7797,7
1353,8
9247,12
12014,9
2279,16
4510,11
7621,6
4748,7
5504,8
2357,2
7585,12
9326,9
600,6
1955,15
2843,2
