Passenger ID,Longest Run
14221,2
2163,4
8607,5
645,6
13950,9
892,3
69,5
10822,7
5385,9
5810,2
7375,8
5659,5
14977,2
9929,9
11866,2
12928,2
2199,10
8062,3
3021,19
13650,4
8536,7
5437,3
1322,11
1665,6
5509,14
5686,13
1036,10
9982,4
2822,9
7304,2
14852,2
10007,2
9131,7
2630,5
13052,6
6085,12
13266,5
3873,13
10917,3
4188,8
1586,13
8618,7
1501,6
4201,6
2452,8
8960,13
15170,4
9405,8
809,13
7373,13
15467,1
8930,9
4560,8
7766,9
13024,4
4447,6
3962,14
1879,9
5422,13
11472,12
1337,22
14885,2
10609,6
13321,2
1718,7
14038,3
2094,5
6836,12
5469,7
13373,2
9208,4
3944,8
1411,9
14782,5
7427,7
10647,5
5365,3
6387,4
629,10
13955,3
8186,3
3883,21
5116,17
10410,4
6405,4
13616,6
9458,4
5561,5
6979,7
2612,15
14343,2
4094,3
6167,6
1024,14
5918,7
13142,4
1469,5
13162,3
7272,2
13199,3
8398,15
12055,3
365,9
5088,5
9273,5
10166,9
2744,9
1369,17
12597,3
4835,5
138,9
12710,4
6669,4
12607,4
6355,6
12057,7
2889,3
12490,1
13859,2
1823,10
1190,8
10259,5
10373,9
11445,2
1168,6
2295,10
2306,13
7890,12
4571,5
3053,5
4101,6
4450,12
13740,4
9786,8
15278,3
3345,10
9653,15
14367,4
760,24
4005,3
5857,7
4464,10
9886,5
10785,9
2341,2
10638,8
101,6
2336,15
9077,13
3008,3
2109,12
4824,8
12564,5
5593,5
2131,9
1454,16
7854,10
13690,4
4909,6
2031,11
5136,15
8154,4
12721,4
10177,7
7973,4
6530,7
11211,12
7569,7
5896,9
1633,3
6231,6
2778,9
13402,5
15009,2
8288,13
15418,1
13854,2
7691,5
11192,11
2072,12
5260,14
14606,4
4262,6
11372,6
14801,2
5329,5
8663,3
8097,6
9648,7
6976,10
3661,10
11895,7
7445,9
11186,9
4062,3
1767,13
3399,10
1995,3
10452,10
2263,11
12366,2
6544,7
14922,2
12116,3
3930,16
4169,5
479,15
4899,11
3798,12
12526,6
1559,8
6712,3
1105,4
10577,4
10267,17
13643,6
12570,8
15440,1
347,14
3666,12
4729,5
4022,7
12975,2
9516,15
9180,4
10399,9
14574,3
12189,9
11504,6
11922,8
1729,7
15257,2
15303,2
14912,2
5950,6
11517,3
6651,2
14890,2
10520,8
3434,7
14404,2
3167,7
7922,2
13783,4
10213,2
8114,9
8514,12
9754,8
2412,15
8976,9
2876,2
14463,2
1237,7
7673,6
15472,1
846,9
11235,2
12109,6
9833,11
5320,4
6283,8
4183,5
11313,5
909,4
2921,4
9485,4
13058,2
4290,4
8338,7
10730,3
3477,13
3698,8
14171,2
333,9
628,20
3979,14
1031,14
249,13
11164,5
7660,13
7100,4
5390,15
6285,2
10495,4
8283,8
2463,11
7798,6
3397,3
8507,7
10134,2
14057,5
12753,4
15242,2
1899,4
9731,4
893,8
1840,6
11581,3
3581,11
6855,12
14220,3
14585,2
13933,3
4852,15
7143,3
1315,19
3863,8
8784,11
9685,7
10812,10
10743,6
12440,4
13410,4
12731,5
3830,8
6431,10
2787,8
11752,5
5654,7
5676,8
2595,11
6317,11
14305,2
518,5
7990,3
1850,13
2499,7
6512,12
2427,12
2480,8
15055,2
3969,3
10944,8
8030,14
14139,2
12148,6
9076,11
8843,8
1083,12
12629,2
962,9
1982,21
468,14
12344,3
8266,10
2559,12
5205,3
6121,11
3449,7
12934,7
6172,4
4015,5
10081,2
10753,12
6074,10
6819,14
234,11
2544,21
13302,2
6448,4
5999,8
12383,2
11998,3
5778,5
941,7
6555,9
10319,2
9676,15
11898,8
3927,4
9864,11
6845,6
14709,4
6986,10
7072,8
13405,8
14822,2
8646,3
10363,6
1179,5
9907,5
9411,5
6690,3
6042,7
8415,2
2331,2
11763,6
4682,13
5733,13
11318,4
8639,3
11620,4
9965,5
14833,2
6263,5
8475,8
777,4
15413,1
8887,9
14358,2
3566,9
10976,8
11394,7
555,5
10987,6
5028,7
6566,6
12614,7
11385,4
4728,14
12468,4
6954,7
7285,6
666,10
4877,8
14932,2
8755,2
1818,20
9091,10
8828,4
7396,7
6014,10
9305,11
10901,2
1295,5
11527,8
12699,4
6527,6
9222,7
1956,10
12507,3
5582,4
10790,2
1950,13
12812,2
4992,6
14944,2
5131,3
13768,4
6374,4
88,6
8077,5
7903,10
14684,5
12689,4
1549,3
11659,3
12462,1
2280,12
15138,4
10272,3
15380,2
7549,13
11790,2
1554,12
4904,15
8200,10
14181,2
12738,5
1110,4
3172,16
9437,4
9032,5
14419,2
12549,6
1686,10
481,13
4166,14
352,14
6808,6
10507,9
2250,11
2363,7
11008,6
1855,9
3680,12
12500,1
1200,12
11175,11
10844,2
5444,5
2077,2
9241,4
10658,9
4043,6
13869,6
3534,11
6142,6
4931,6
7601,13
9342,8
14399,2
12458,4
15361,2
10387,2
14296,2
5454,6
6057,5
1750,5
3185,6
15019,2
15490,1
11224,9
11688,2
8855,6
408,6
977,9
8005,15
170,14
5898,7
6022,7
3681,13
6587,5
15450,1
11308,6
7040,6
6791,4
12575,3
8417,3
11352,8
1211,12
12634,8
3990,13
9020,4
7888,6
12674,3
6063,8
15066,2
4714,7
523,7
11350,6
9621,9
4037,13
12949,2
7886,7
1158,18
2309,4
2512,10
582,11
2976,10
10795,19
762,9
4376,8
12030,5
6576,11
7477,11
10299,7
3072,5
7905,5
8883,5
14895,2
8450,12
12426,1
9573,2
15098,2
1924,3
1005,17
2210,6
10149,9
13834,2
7596,5
9791,13
13244,8
8129,4
15115,5
2117,10
7940,5
6177,7
12602,3
2940,7
7935,5
1596,5
5141,8
15408,1
1406,12
115,2
2104,6
12094,4
5225,6
10198,8
7083,12
6944,7
11256,7
15190,3
14976,2
12334,5
12129,3
3317,16
13073,4
14468,2
10446,13
8044,7
5168,4
12649,2
4226,12
7358,6
11635,5
6918,8
7517,7
4500,9
8723,4
8434,8
7164,3
10234,9
13520,5
7409,3
10431,10
5820,5
4339,16
5718,6
13007,6
683,15
13712,3
13110,3
14991,2
13475,4
14414,3
730,13
4075,13
1290,5
1882,10
217,6
10832,5
14235,3
276,16
6868,6
9163,3
14625,2
2231,19
2622,3
9373,7
6162,7
9351,14
11043,9
11880,10
14880,2
6495,6
11107,8
1068,6
3858,14
14748,5
7377,4
13120,3
7008,10
9251,6
4311,3
2808,5
3905,15
1522,6
14750,6
6106,7
5696,17
14996,2
9924,14
8797,7
3762,12
10927,7
13177,3
2644,12
14117,2
6695,6
4515,3
9590,6
3813,8
2495,14
12666,3
3230,12
2381,5
13351,2
13234,5
8082,8
5292,6
10542,4
15267,2
6883,7
7641,12
6744,4
13341,2
11603,2
12040,8
5069,10
5644,11
12084,3
7958,7
2395,2
11571,9
9604,6
2908,10
5842,18
10673,5
2062,16
3549,13
6463,4
12172,3
15314,2
1443,5
5000,4
8709,2
12376,6
10679,3
13255,3
12299,12
2776,19
1808,11
13993,3
2659,5
3417,4
9383,13
6219,4
10478,17
3509,10
5242,5
9456,6
11277,6
10277,7
8402,8
15143,3
1618,9
11409,2
7132,4
6619,2
10780,8
10567,5
9901,10
3285,9
6199,8
6813,16
3377,3
11090,9
994,12
13062,6
2527,12
3040,3
10912,2
9324,9
4391,18
9769,14
3153,19
7322,4
8811,7
12089,8
9704,15
9120,3
10331,10
2953,10
2590,7
6458,11
9045,3
14570,3
5297,6
1401,15
12371,13
8682,9
3460,3
9892,4
13159,9
1422,8
11353,13
14786,6
308,11
6900,17
8463,11
2947,8
1569,14
1939,3
4697,5
3959,13
6796,7
2248,11
12539,7
14937,2
8118,5
4807,8
10711,3
13548,2
13525,7
13035,2
5878,2
6798,5
3912,13
13672,5
3098,7
14662,5
10061,2
10705,10
13088,2
9918,7
15293,2
10262,6
15045,2
741,11
12415,2
13462,10
9998,8
8695,8
1073,11
5625,4
7726,15
2671,4
6441,14
1544,16
2676,14
2014,2
10562,6
13437,3
3910,15
5793,9
9717,3
14729,4
5173,3
8315,7
4960,3
6323,12
13283,4
13886,5
12774,4
7368,6
6776,9
13707,4
11122,5
5,2
1728,13
9337,5
7253,13
10837,14
10244,14
13424,5
8447,4
3108,8
6338,10
10314,9
7198,9
8271,9
4711,17
6830,7
9469,4
4603,10
5982,11
873,13
3012,14
1205,10
10017,12
449,10
9059,11
120,6
2099,6
8169,10
5224,4
2282,7
247,12
1591,16
5669,13
7332,5
12911,7
9191,7
14377,2
12221,9
13796,4
14538,2
6426,8
2114,4
12261,3
5405,9
2837,2
1142,8
379,10
14446,4
15185,4
11266,10
13586,5
1269,12
7850,12
14241,2
12896,2
878,20
4326,9
5265,7
11485,2
440,8
13227,4
655,11
12789,4
3498,12
511,14
4215,12
2380,6
7182,8
11556,3
10886,2
15325,2
1971,7
8943,6
7781,3
10876,2
9572,8
7516,7
15222,2
13918,5
5691,8
1793,4
4614,13
3402,11
2854,5
1533,13
5237,11
8563,16
10294,10
614,12
1692,12
8928,6
4623,12
10125,9
10805,5
9400,12
4408,11
6031,7
5529,14
4973,8
13845,3
15346,2
269,16
677,11
10039,2
13811,3
8045,19
6602,2
7341,9
8988,21
5348,4
11724,4
11440,3
5383,12
6017,12
7208,4
9152,10
10463,10
14324,2
1305,6
9759,8
202,14
10694,3
14078,6
11881,7
14093,6
8366,4
597,6
5614,6
9364,14
9818,8
13020,3
15153,6
4747,6
1437,15
9135,2
13212,3
4487,8
12013,6
6480,11
6732,7
14409,2
4592,6
9268,9
14431,2
15239,3
13687,5
6214,4
14765,4
9003,6
1041,16
13202,4
861,3
11080,7
3382,10
4479,3
14156,4
6194,7
14200,4
1173,11
1486,7
14867,2
4532,4
6295,8
7813,12
9950,10
5501,8
4105,6
12971,2
7793,12
3848,6
8320,15
13130,4
13152,3
1497,4
10,2
2195,6
1705,5
3017,6
4543,14
6522,11
14506,3
5967,6
5425,10
5550,5
14441,4
9956,14
14741,6
1078,16
1788,10
5120,15
1426,6
6971,2
3217,6
3530,4
6278,2
13660,4
5814,6
14617,3
9933,8
10775,5
4234,10
15357,3
9184,10
12193,6
1671,5
13187,3
10282,5
8733,10
5037,15
3794,13
6391,3
1608,12
8182,5
9644,2
8101,12
4633,5
4403,6
11468,2
3439,12
385,12
10484,12
6764,12
10959,2
8765,9
14347,2
384,11
56,6
4090,15
11945,2
12939,7
1655,8
5361,18
14264,4
8963,10
9212,10
9526,5
3120,14
6505,3
14602,4
11112,4
3429,6
8335,3
9460,13
7203,5
6401,6
10433,7
14382,2
5565,5
8551,14
12244,9
3049,13
12590,8
11848,4
13442,6
13815,2
3745,8
13219,7
11072,8
12852,2
7961,7
4418,12
4739,12
1137,4
7431,7
9127,15
12847,2
5589,8
2607,5
2686,9
6939,7
14856,2
9978,11
8635,7
13317,2
1756,3
4575,10
9233,9
13736,5
11399,6
8150,5
10181,9
12403,5
8430,6
14014,5
7697,8
7573,9
7695,5
11029,4
5906,8
15013,3
13623,9
10103,5
1310,9
13675,3
533,6
3004,3
12714,4
2035,19
14124,2
7405,5
12568,5
13501,3
4839,6
6675,2
3332,22
4647,13
13722,4
6246,9
3367,25
5755,15
10772,6
3648,10
3135,8
4097,17
3942,12
11664,2
10869,9
8568,4
4011,12
15263,2
550,5
3649,10
10395,7
10093,7
14519,4
13457,4
4884,7
13747,5
14905,2
3365,10
7556,10
142,9
4870,8
9052,10
2740,9
10881,5
11417,8
15158,6
6665,2
6359,5
2918,8
10358,9
13596,5
12126,8
8622,2
4026,7
3044,3
5288,4
1735,13
8913,4
11058,5
12479,1
8981,16
7873,6
7524,7
11014,10
7824,4
8915,5
6127,10
13095,3
7115,7
8879,8
4110,14
1867,11
14273,2
13276,8
500,9
4220,14
4528,5
2184,10
14694,3
14665,5
3175,14
8057,14
11207,8
14726,6
8747,10
1164,11
14829,2
9261,4
1999,7
7096,6
797,13
8353,23
10346,12
2316,8
15282,2
11303,8
3446,8
9428,6
12097,6
8667,9
10864,2
15217,2
15299,3
8490,6
8519,18
715,7
10049,2
9565,2
14805,2
13270,7
2448,7
11020,8
11917,11
6089,16
3338,3
2933,7
9813,3
7669,5
6727,5
10715,3
11288,4
1275,3
10138,5
2141,4
5316,6
11962,8
7484,9
6655,8
15130,5
11075,4
5257,3
4638,6
7345,2
2434,5
8298,9
6416,12
13779,3
15083,2
8342,3
5146,5
7949,9
1872,9
2712,12
472,6
15254,2
5701,7
3616,10
12545,6
1233,7
6515,11
9494,8
14084,3
12921,5
4279,10
9855,8
10511,3
12865,2
12522,3
6851,9
7467,5
3781,4
12158,6
4856,13
4440,11
12742,4
10209,2
13982,6
814,13
15175,3
12511,5
9218,5
12725,6
13655,3
13115,4
1327,8
15034,2
6634,7
9000,12
3693,14
4564,13
6078,6
10940,7
4650,13
8370,6
5713,7
2476,14
5163,13
2627,7
13692,4
7147,9
2168,7
11160,5
1260,8
698,11
4058,13
10747,8
12398,8
5674,9
1919,7
14149,2
8947,9
3253,12
14959,2
1988,12
11239,8
3826,3
9356,13
7422,2
2459,11
14818,2
8210,7
13113,5
11513,15
10827,8
6241,3
3414,15
1761,5
1342,17
12421,2
3121,9
7188,7
13960,6
5161,11
15331,2
4294,16
747,9
913,13
6551,6
3481,7
10726,7
14964,2
6680,2
8385,12
4247,16
5005,11
14478,2
3562,4
9509,10
6996,2
1640,8
2580,11
6759,12
7068,16
10594,8
15051,2
11320,4
10170,2
13298,3
11994,2
2901,10
7871,4
945,8
13640,7
7452,6
3313,3
9801,7
8838,10
12494,3
5782,9
6336,8
9961,7
12165,5
5178,6
6117,4
1063,13
5708,9
6370,8
13557,8
8650,7
1954,12
7716,15
5636,10
12585,5
2844,12
340,16
8881,8
11055,4
6804,7
14689,2
15384,2
8012,8
12077,5
4435,12
14025,5
3577,6
6894,6
2042,8
8204,9
10414,8
9278,9
9433,11
538,5
14301,2
13174,7
13145,3
13901,3
1354,6
153,2
9246,8
7980,12
10991,10
15207,4
13764,3
2146,9
10737,9
11549,5
13147,3
11756,8
4980,10
6877,10
14591,4
7748,6
1507,12
11786,3
1222,5
930,12
11816,4
3895,7
