Passenger ID,Longest Run
10668,9
584,10
14286,2
3536,15
1154,12
6140,9
4786,10
8217,7
11006,8
4943,3
7411,6
7611,9
5698,8
7860,10
9617,6
5720,11
12028,5
4041,6
13710,5
4144,6
15423,1
15180,5
7709,8
7162,21
3372,3
8597,8
6234,5
819,5
13973,6
9418,10
8015,13
15070,5
562,9
10068,2
4000,14
904,8
7833,14
14974,2
975,18
12441,1
15363,2
3387,3
4998,7
10582,4
10425,6
3187,13
11682,6
10155,5
3741,13
176,5
13471,8
3547,13
4662,6
1833,10
5456,13
7287,4
9798,8
15100,2
11396,11
7714,7
7590,19
13832,2
4341,13
4268,12
11983,2
5933,9
15117,3
7968,9
3070,3
7938,10
2727,9
423,7
10194,8
6468,13
12483,5
2970,10
8909,10
11633,10
1007,14
694,14
14146,2
12951,4
10232,2
3319,9
11434,8
9010,10
6493,6
3768,8
12688,5
9062,15
14523,4
191,11
11323,8
1916,13
402,6
8259,7
14466,3
3636,12
14097,5
3234,10
11455,2
13338,3
2048,5
14760,5
6916,5
3925,14
2859,10
11333,4
2938,9
11105,10
7639,5
8762,7
14771,6
11566,5
6870,12
5474,5
13368,2
2225,13
3504,7
732,12
6959,8
1884,12
9142,7
22,17
10906,5
6617,2
4283,16
1615,3
1784,4
11836,4
5488,7
4494,13
13972,4
11279,6
1389,14
12914,2
4077,8
3255,8
12986,5
12216,2
14434,2
44,2
7497,8
10547,5
6881,13
6510,5
3811,5
5395,10
2791,6
13075,2
6108,5
12835,2
14994,2
8900,3
3240,2
6949,5
2789,18
14647,4
6312,4
10200,5
15030,4
13913,3
843,20
3519,16
1125,6
8349,10
2525,6
5065,7
5844,2
8814,7
7736,3
9602,7
3609,13
2657,3
4159,9
11615,7
7233,3
2849,2
12170,8
14394,2
9733,7
10334,14
8404,6
11905,2
8470,6
2188,4
10963,10
8580,4
772,18
2981,6
9996,8
5067,16
11941,2
11703,4
12038,5
12317,6
4309,11
14481,4
7487,5
1620,10
12301,10
7073,10
7134,8
13249,10
5121,8
12231,7
3472,16
14746,6
13999,3
9543,2
2489,19
11809,3
13060,3
11936,2
2393,3
3086,6
11411,5
9157,11
286,9
8139,3
5923,14
13550,6
10480,8
13898,7
11226,4
15320,2
12143,3
7223,4
6581,5
8711,3
1752,12
11804,8
12210,12
9025,9
14572,2
7751,3
7440,6
1652,12
13395,2
3736,4
13157,3
3081,3
3758,10
1929,3
5940,5
9706,3
3945,6
14915,2
9114,12
13439,2
4926,3
3283,9
4677,14
6927,10
5627,8
8809,3
12958,7
3266,10
2674,11
2016,2
2514,11
2568,10
12541,8
9471,7
1388,12
3272,2
4801,6
4122,3
10709,8
5962,12
10329,18
8894,7
8222,13
8124,4
743,7
13569,3
9531,2
11861,3
8684,18
5831,4
13033,4
14792,5
6229,7
11124,5
875,10
9719,5
826,14
577,6
5612,13
9295,5
13745,6
10700,2
711,9
12184,8
10100,2
14714,5
4032,8
12776,3
4709,8
13125,3
8027,8
12862,9
8697,2
14448,2
4465,6
13755,3
14731,6
12840,8
11851,6
10242,2
7041,3
14544,4
13281,2
13798,4
579,6
12386,3
291,13
3900,6
13563,3
4605,5
5050,6
5099,6
8777,13
13445,5
1535,7
13561,7
